ridge_diff_velocity_scaled
-285.27575131714815
-309.6734745432723
-396.7140171481381
-324.8667016627899
-386.27477784422246
-311.67941357157133
-320.67149557439524
-237.2146910286745
-221.496202013492
-281.1744787012608
-269.4139733981365
-329.8766181229846
-435.0515594086438
-296.02232644559683
-398.02552150033347
-346.6355107679118
-351.2030294082986
-391.1172432943304
-247.5144085179615
-388.1678524354186
-156.05876205744002
-86.74987170517409
103.88888039094202
50.25390774567654
-58.68208746801389
-3.9661985038673038
-29.4766614821027
31.302114010492062
-88.48192866479843
-14.618215332889179
-10.650856081904465
32.175820559589795
-78.27228483151708
-112.6567798065077
-35.195993600183215
-109.15807097841054
-153.07401798016718
-170.03181150903617
-184.64074736745226
-197.70039268043956
-217.36918296818328
-233.6336466804658
-82.19558704863755
-135.4376280300762
-123.28043757677227
-180.2637529678904
-10.629335867633358
28.079759773860474
-514.1945575198818
-577.6308639517938
100.01370042056236
-77.8569666691626
-0.9615693108816288
-175.1346369205237
-218.46184287644707
-1.2714355979152288
-70.91628061033987
-633.7527548124731
-652.9642269345245
84.93035509120193
-418.7258590790301
-321.6927540519096
-339.5421425157113
-175.1706144408496
-241.99782524333494
-199.6277441745874
-584.2763095200398
-516.776894260066
2.7806345434529476
-42.62094096948715
-429.60646795834964
-305.8146224836024
-444.8641549808988
-441.881341289469
-41.3194812076041
-154.05742970921676
-129.98808609916875
-38.42539716225485
-2.4864243901312193
68.78987376992404
-180.36759814238502
147.73118396614228
-301.8865364585415
-351.5360706659465
-358.3531619910325
-63.1286822768667
-303.3360065466636
-233.80217932396445
-299.20817610943936
59.11558411816824
110.95297242472351
9.895904013207176
-23.10034978266438
-34.36086901358945
53.67987280778675
158.04973842833604
-74.4778095430496
82.54726210851847
48.34648575255724
13.154525078475402
96.63314465600726
187.72914459874863
119.48370143034106
130.12497508860082
211.3247380508952
215.04112037390243
199.3554885885726
166.93421715875496
294.71118142431686
5.785838388840659
-59.093010454589205
-279.36731034281996
106.66242365842118
160.28413612588162
4.283025828430425
-44.65422962679003
74.53799580232925
-36.40610273208392
-95.96386185566678
-10.30706426893471
56.78175055234588
6.512375049131009
-274.7463029167759
-245.6004509065912
-243.7960584010823
-302.72828901217576
-270.8114556020523
109.77773119398682
41.923852408074765
-36.48849763225587
-232.7077487448853
-224.8004775272865
-106.14955556685362
-201.8657219703694
-195.5027164816177
-229.63939110757053
78.58543795436528
93.84631905791487
-362.44205919945824
-499.32271826714384
-335.4742600910493
-323.08173302606247
-6.1310840133696445
5.308405432830515
-313.6379161812262
-234.123169339272
-185.3759094974872
-47.900310330053
-379.0050672946096
-88.23109534483501
-1045.2132326872763
-420.47301364418956
-257.3890014485587
-368.86042042798186
-162.447235656518
-61.38534044799543
1.7617214770008514
-1457.2557723141697
21.7105827028781
-488.25730063280093
56.40662649592804
-153.07199243781258
-664.50681778419
-344.3147729714029
-197.17796091281394
71.3947930232552
93.63308547211454
80.54627959908282
-322.09935732248556
-37.317966863788456
-100.95890037758869
-239.01582771276247
-100.80681494004807
-102.2002132319895
98.66771293211184
-53.59676062072296
57.56175699561274
-468.61002704890245
-91.14520892804907
7.887663541475263
-70.85727922498393
-144.01876927624767
-183.61900208508305
54.46927351806244
-152.8634029975194
-411.35978360008033
-700.0042222843815
-215.52478295361567
-328.78351807882007
-330.8230711204422
-129.55216584512124
-343.7537738012213
-72.39319694567729
-238.71527831596083
-540.6363057060175
-168.34245310373933
-165.86837030349153
-280.96423905076387
-391.80968431867024
-393.979275894892
-435.262108761854
-465.6377629912997
-382.7471682019986
-352.6486552607224
-308.1140093959689
-799.8949277134994
-569.3471464556562
-453.6004560414765
