x_centers,y_centers,ridge_params_list
"[np.float64(676060.1404111023), np.float64(675569.3599166708), np.float64(675076.3238020202), np.float64(674582.7599671431), np.float64(674091.0621484183), np.float64(673600.9550772082), np.float64(673108.3867428736), np.float64(672613.3578040556), np.float64(672119.3104375151), np.float64(671629.1146390917), np.float64(671138.8993921439), np.float64(670647.8645942252), np.float64(670156.2931750288), np.float64(669663.4713209253), np.float64(669170.8495222876), np.float64(668678.1523980193), np.float64(668185.6334139764), np.float64(667695.231000925), np.float64(667204.9540043692), np.float64(666712.2049131405), np.float64(666217.6635597302), np.float64(665723.2153530368), np.float64(665229.4123483925), np.float64(664738.0781280639), np.float64(664248.559178832), np.float64(663757.21345879), np.float64(663262.5304546864), np.float64(662767.7040259116), np.float64(662277.9365757435), np.float64(661786.256916501), np.float64(661292.8256357042), np.float64(660799.9907788547), np.float64(660306.7293591795), np.float64(659814.8161846721), np.float64(659322.9413575412), np.float64(658830.670587288), np.float64(658337.7890894334), np.float64(657845.2844928171), np.float64(657354.2149144019), np.float64(656861.3460723216), np.float64(656367.9638659986), np.float64(655877.342835707), np.float64(655386.4176983504), np.float64(654892.7225783538), np.float64(654400.4135502606), np.float64(653909.1279391063)]","[np.float64(-1452145.536251184), np.float64(-1452240.4741342652), np.float64(-1452322.4404892912), np.float64(-1452402.154716684), np.float64(-1452492.584548843), np.float64(-1452591.3815944022), np.float64(-1452676.160919663), np.float64(-1452746.2973441214), np.float64(-1452821.8364649734), np.float64(-1452919.6866375757), np.float64(-1453018.0159762767), np.float64(-1453112.2199206066), np.float64(-1453203.4939327799), np.float64(-1453287.3669954338), np.float64(-1453372.583331103), np.float64(-1453457.6387351658), np.float64(-1453543.6847549947), np.float64(-1453640.7326721968), np.float64(-1453738.397029047), np.float64(-1453822.9210760621), np.float64(-1453896.2261773453), np.float64(-1453970.2238090357), np.float64(-1454048.3974538825), np.float64(-1454140.3362184614), np.float64(-1454242.1120567897), np.float64(-1454334.057170246), np.float64(-1454406.164289631), np.float64(-1454475.171629668), np.float64(-1454573.1762332388), np.float64(-1454662.5668584746), np.float64(-1454743.157494714), np.float64(-1454827.4197941315), np.float64(-1454908.9846177064), np.float64(-1454998.327320412), np.float64(-1455088.0583471367), np.float64(-1455175.6083459766), np.float64(-1455259.5662276954), np.float64(-1455345.4294720313), np.float64(-1455439.3505361576), np.float64(-1455523.0772526779), np.float64(-1455603.746611987), np.float64(-1455699.7111986885), np.float64(-1455793.721637743), np.float64(-1455872.2891003822), np.float64(-1455958.9024870624), np.float64(-1456051.3072368335)]","[{'right': np.float64(4.313725490196077), 'left': np.float64(-1.6666666666666679), 'x_at_max': np.float64(-0.7843137254901968), 'y_at_max': np.int64(1426)}, {'right': np.float64(10.68627450980392), 'left': np.float64(-4.705882352941176), 'x_at_max': np.float64(0.49019607843137436), 'y_at_max': np.int64(1421)}, {'right': np.float64(1.5686274509803937), 'left': np.float64(-6.56862745098039), 'x_at_max': np.float64(-0.6372549019607838), 'y_at_max': np.int64(1413)}, {'right': np.float64(8.235294117647058), 'left': np.float64(-6.0294117647058805), 'x_at_max': np.float64(-0.6862745098039227), 'y_at_max': np.int64(1358)}, {'right': np.float64(6.715686274509803), 'left': np.float64(-6.127450980392156), 'x_at_max': np.float64(-1.1274509803921582), 'y_at_max': np.int64(1355)}, {'right': np.float64(6.96078431372549), 'left': np.float64(-8.480392156862743), 'x_at_max': np.float64(-0.049019607843135304), 'y_at_max': np.int64(1354)}, {'right': np.float64(10.784313725490193), 'left': np.float64(-9.852941176470587), 'x_at_max': np.float64(-2.7941176470588225), 'y_at_max': np.int64(1368)}, {'right': np.float64(10.441176470588236), 'left': np.float64(-10.980392156862743), 'x_at_max': np.float64(-4.26470588235294), 'y_at_max': np.int64(1398)}, {'right': np.float64(10.245098039215684), 'left': np.float64(-10.392156862745097), 'x_at_max': np.float64(-1.1764705882352935), 'y_at_max': np.int64(1404)}, {'right': np.float64(9.215686274509803), 'left': np.float64(-11.225490196078429), 'x_at_max': np.float64(-2.0098039215686256), 'y_at_max': np.int64(1405)}, {'right': np.float64(10.245098039215684), 'left': np.float64(-9.313725490196077), 'x_at_max': np.float64(5.343137254901961), 'y_at_max': np.int64(1319)}, {'right': np.float64(7.156862745098039), 'left': np.float64(-8.970588235294116), 'x_at_max': np.float64(1.617647058823529), 'y_at_max': np.int64(1286)}, {'right': np.float64(0.4411764705882355), 'left': np.float64(-7.352941176470587), 'x_at_max': np.float64(-0.39215686274509665), 'y_at_max': np.int64(1278)}, {'right': np.float64(7.450980392156861), 'left': np.float64(-9.166666666666664), 'x_at_max': np.float64(-5.196078431372548), 'y_at_max': np.int64(1391)}, {'right': np.float64(4.852941176470587), 'left': np.float64(-9.754901960784313), 'x_at_max': np.float64(1.5196078431372548), 'y_at_max': np.int64(1413)}, {'right': np.float64(6.617647058823529), 'left': np.float64(-8.970588235294116), 'x_at_max': np.float64(-1.0294117647058805), 'y_at_max': np.int64(1414)}, {'right': np.float64(4.803921568627452), 'left': np.float64(-10.14705882352941), 'x_at_max': np.float64(-3.186274509803921), 'y_at_max': np.int64(1429)}, {'right': np.float64(2.450980392156861), 'left': np.float64(-8.676470588235292), 'x_at_max': np.float64(-5.2941176470588225), 'y_at_max': np.int64(1479)}, {'right': np.float64(0.0), 'left': np.float64(-0.049019607843135304), 'x_at_max': np.float64(-0.049019607843135304), 'y_at_max': np.int64(1636)}, {'right': np.float64(3.5784313725490193), 'left': np.float64(-2.352941176470587), 'x_at_max': np.float64(-0.19607843137254832), 'y_at_max': np.int64(1625)}, {'right': np.float64(5.833333333333332), 'left': np.float64(-3.333333333333332), 'x_at_max': np.float64(-1.0784313725490193), 'y_at_max': np.int64(1631)}, {'right': np.float64(0.34313725490196134), 'left': np.float64(-1.0294117647058805), 'x_at_max': np.float64(0.2941176470588225), 'y_at_max': np.int64(1627)}, {'right': np.float64(5.686274509803923), 'left': np.float64(0.4411764705882355), 'x_at_max': np.float64(0.4411764705882355), 'y_at_max': np.int64(1509)}, {'right': np.float64(5.245098039215687), 'left': np.float64(-2.1568627450980387), 'x_at_max': np.float64(0.19607843137254832), 'y_at_max': np.int64(1516)}, {'right': np.float64(1.1764705882352935), 'left': np.float64(0.0), 'x_at_max': np.float64(0.882352941176471), 'y_at_max': np.int64(1100)}, {'right': np.float64(9.166666666666664), 'left': np.float64(-9.950980392156861), 'x_at_max': np.float64(-0.39215686274509665), 'y_at_max': np.int64(1412)}, {'right': np.float64(7.549019607843135), 'left': np.float64(-11.56862745098039), 'x_at_max': np.float64(-0.39215686274509665), 'y_at_max': np.int64(1407)}, {'right': np.float64(5.735294117647058), 'left': np.float64(-9.901960784313724), 'x_at_max': np.float64(-3.0882352941176467), 'y_at_max': np.int64(1409)}, {'right': np.float64(0.19607843137254832), 'left': np.float64(-0.24509803921568718), 'x_at_max': np.float64(-0.24509803921568718), 'y_at_max': np.int64(1100)}, {'right': np.float64(3.382352941176471), 'left': np.float64(-6.666666666666666), 'x_at_max': np.float64(-2.1078431372549), 'y_at_max': np.int64(1499)}, {'right': np.float64(2.9411764705882355), 'left': np.float64(-6.1764705882352935), 'x_at_max': np.float64(-1.3235294117647065), 'y_at_max': np.int64(1505)}, {'right': np.float64(5.049019607843135), 'left': np.float64(-5.196078431372548), 'x_at_max': np.float64(0.49019607843137436), 'y_at_max': np.int64(1507)}, {'right': np.float64(4.362745098039216), 'left': np.float64(-1.7156862745098032), 'x_at_max': np.float64(0.6372549019607838), 'y_at_max': np.int64(1494)}, {'right': np.float64(3.627450980392158), 'left': np.float64(-2.549019607843137), 'x_at_max': np.float64(0.19607843137254832), 'y_at_max': np.int64(1488)}, {'right': np.float64(8.57843137254902), 'left': np.float64(-3.480392156862745), 'x_at_max': np.float64(0.882352941176471), 'y_at_max': np.int64(1480)}, {'right': np.float64(9.06862745098039), 'left': np.float64(-2.8921568627450966), 'x_at_max': np.float64(1.2254901960784323), 'y_at_max': np.int64(1462)}, {'right': np.float64(8.382352941176471), 'left': np.float64(-4.460784313725489), 'x_at_max': np.float64(5.735294117647058), 'y_at_max': np.int64(1370)}, {'right': np.float64(8.382352941176471), 'left': np.float64(-5.931372549019606), 'x_at_max': np.float64(0.6372549019607838), 'y_at_max': np.int64(1334)}, {'right': np.float64(8.872549019607842), 'left': np.float64(-10.392156862745097), 'x_at_max': np.float64(-0.9803921568627452), 'y_at_max': np.int64(1328)}, {'right': np.float64(8.480392156862745), 'left': np.float64(-7.84313725490196), 'x_at_max': np.float64(-0.6372549019607838), 'y_at_max': np.int64(1345)}, {'right': np.float64(7.7941176470588225), 'left': np.float64(-9.26470588235294), 'x_at_max': np.float64(-1.5196078431372548), 'y_at_max': np.int64(1351)}, {'right': np.float64(8.235294117647058), 'left': np.float64(-9.509803921568626), 'x_at_max': np.float64(-1.4215686274509807), 'y_at_max': np.int64(1359)}, {'right': np.float64(7.598039215686274), 'left': np.float64(-8.52941176470588), 'x_at_max': np.float64(-1.0294117647058805), 'y_at_max': np.int64(1374)}, {'right': np.float64(3.5294117647058805), 'left': np.float64(-6.0294117647058805), 'x_at_max': np.float64(-1.470588235294116), 'y_at_max': np.int64(1379)}, {'right': np.float64(2.2058823529411775), 'left': np.float64(-6.76470588235294), 'x_at_max': np.float64(-0.7843137254901968), 'y_at_max': np.int64(1376)}, {'right': np.float64(0.882352941176471), 'left': np.float64(-0.09803921568627416), 'x_at_max': np.float64(0.5882352941176485), 'y_at_max': np.int64(1554)}]"
"[np.float64(653345.134148675), np.float64(653829.4513476269), np.float64(654323.4387864011), np.float64(654817.6912024827), np.float64(655305.7147034182), np.float64(655795.3846062121), np.float64(656290.6971019778), np.float64(656784.1533009538), np.float64(657274.2977946288), np.float64(657765.3285014051), np.float64(658257.452479539), np.float64(658749.243870278), np.float64(659240.1529741996), np.float64(659731.778915508), np.float64(660224.876620038), np.float64(660720.3832475292), np.float64(661214.5271087755), np.float64(661707.0439984467), np.float64(662197.1265063537), np.float64(662688.9462203766), np.float64(663183.3553665244), np.float64(663676.360615338), np.float64(664168.7844174965), np.float64(664659.4335210123), np.float64(665149.0803187286), np.float64(665642.2149756197), np.float64(666134.7513797164), np.float64(666626.4504209283), np.float64(667117.2099829306), np.float64(667610.0630973378), np.float64(668104.4730223727), np.float64(668596.5481731958), np.float64(669086.3388920763), np.float64(669579.6142481624), np.float64(670074.6868890976), np.float64(670565.1792770617), np.float64(671055.3423784281), np.float64(671548.7144716872), np.float64(672041.0817428153), np.float64(672533.7333423065), np.float64(673027.1069906068), np.float64(673518.4069728026), np.float64(674009.5797275383), np.float64(674501.4380921216), np.float64(674993.8226678441)]","[np.float64(-1450073.6213556991), np.float64(-1449952.5445598494), np.float64(-1449880.7656767557), np.float64(-1449807.8424280123), np.float64(-1449700.861277868), np.float64(-1449603.313376399), np.float64(-1449536.825863793), np.float64(-1449457.4606296355), np.float64(-1449359.092189266), np.float64(-1449265.213517019), np.float64(-1449176.955776568), np.float64(-1449087.235296458), np.float64(-1448993.3243152606), np.float64(-1448902.801938896), np.float64(-1448821.534755764), np.float64(-1448755.0942609727), np.float64(-1448679.0876808164), np.float64(-1448593.2386141948), np.float64(-1448494.4613249325), np.float64(-1448405.8085463657), np.float64(-1448331.4778481608), np.float64(-1448248.596738835), np.float64(-1448162.4748351807), np.float64(-1448067.3027928122), np.float64(-1447966.6113927166), np.float64(-1447885.1003091743), np.float64(-1447799.792119034), np.float64(-1447709.3186992372), np.float64(-1447614.0064519611), np.float64(-1447530.4970649513), np.float64(-1447456.1672854552), np.float64(-1447368.3201511751), np.float64(-1447268.212347717), np.float64(-1447188.402988766), np.float64(-1447120.1511610209), np.float64(-1447024.89481153), np.float64(-1446928.2583698358), np.float64(-1446847.6630864388), np.float64(-1446760.7419090436), np.float64(-1446675.7268836736), np.float64(-1446595.58435782), np.float64(-1446503.1644851833), np.float64(-1446409.7625855713), np.float64(-1446320.0067378099), np.float64(-1446233.264703988)]","[{'right': np.float64(7.402298850574713), 'left': np.float64(-4.091954022988505), 'x_at_max': np.float64(-0.413793103448274), 'y_at_max': np.int64(1350)}, {'right': np.float64(8.459770114942529), 'left': np.float64(-5.057471264367814), 'x_at_max': np.float64(-1.9770114942528725), 'y_at_max': np.int64(1360)}, {'right': np.float64(9.011494252873565), 'left': np.float64(-5.747126436781608), 'x_at_max': np.float64(1.0114942528735646), 'y_at_max': np.int64(1371)}, {'right': np.float64(6.252873563218394), 'left': np.float64(-7.908045977011492), 'x_at_max': np.float64(-0.22988505747126098), 'y_at_max': np.int64(1357)}, {'right': np.float64(4.367816091954026), 'left': np.float64(-5.241379310344826), 'x_at_max': np.float64(-2.8505747126436756), 'y_at_max': np.int64(1384)}, {'right': np.float64(3.8160919540229905), 'left': np.float64(-5.287356321839079), 'x_at_max': np.float64(-3.7241379310344804), 'y_at_max': np.int64(1415)}, {'right': np.float64(3.862068965517242), 'left': np.float64(-7.448275862068964), 'x_at_max': np.float64(-7.034482758620689), 'y_at_max': np.int64(1391)}, {'right': np.float64(4.459770114942529), 'left': np.float64(-3.678160919540229), 'x_at_max': np.float64(0.09195402298850652), 'y_at_max': np.int64(1498)}, {'right': np.float64(2.390804597701152), 'left': np.float64(-3.0344827586206886), 'x_at_max': np.float64(-0.7816091954022966), 'y_at_max': np.int64(1499)}, {'right': np.float64(0.8735632183908066), 'left': np.float64(-4.459770114942527), 'x_at_max': np.float64(-2.3908045977011483), 'y_at_max': np.int64(1520)}, {'right': np.float64(3.1724137931034484), 'left': np.float64(-5.425287356321837), 'x_at_max': np.float64(-3.08045977011494), 'y_at_max': np.int64(1549)}, {'right': np.float64(2.1149425287356323), 'left': np.float64(-8.689655172413792), 'x_at_max': np.float64(-2.2988505747126418), 'y_at_max': np.int64(1569)}, {'right': np.float64(1.5632183908046002), 'left': np.float64(-4.597701149425285), 'x_at_max': np.float64(-2.206896551724137), 'y_at_max': np.int64(1593)}, {'right': np.float64(1.0574712643678161), 'left': np.float64(-5.701149425287355), 'x_at_max': np.float64(-3.7241379310344804), 'y_at_max': np.int64(1626)}, {'right': np.float64(2.988505747126439), 'left': np.float64(-5.517241379310343), 'x_at_max': np.float64(-0.3218390804597675), 'y_at_max': np.int64(1640)}, {'right': np.float64(4.045977011494255), 'left': np.float64(-3.678160919540229), 'x_at_max': np.float64(3.448275862068968), 'y_at_max': np.int64(1605)}, {'right': np.float64(3.0344827586206904), 'left': np.float64(-5.057471264367814), 'x_at_max': np.float64(-0.275862068965516), 'y_at_max': np.int64(1658)}, {'right': np.float64(3.2183908045977034), 'left': np.float64(-4.873563218390803), 'x_at_max': np.float64(0.09195402298850652), 'y_at_max': np.int64(1656)}, {'right': np.float64(2.850574712643681), 'left': np.float64(-2.482758620689653), 'x_at_max': np.float64(-1.8390804597701127), 'y_at_max': np.int64(1651)}, {'right': np.float64(1.9310344827586228), 'left': np.float64(-2.0689655172413772), 'x_at_max': np.float64(0.18390804597701305), 'y_at_max': np.int64(1658)}, {'right': np.float64(1.3333333333333357), 'left': np.float64(-0.7356321839080451), 'x_at_max': np.float64(0.3678160919540261), 'y_at_max': np.int64(1642)}, {'right': np.float64(1.9310344827586228), 'left': np.float64(-0.09195402298850297), 'x_at_max': np.float64(-0.045977011494251485), 'y_at_max': np.int64(1644)}, {'right': np.float64(4.321839080459771), 'left': np.float64(2.1609195402298873), 'x_at_max': np.float64(2.1609195402298873), 'y_at_max': np.int64(1537)}, {'right': np.float64(5.103448275862071), 'left': np.float64(-0.8275862068965516), 'x_at_max': np.float64(-0.3218390804597675), 'y_at_max': np.int64(1524)}, {'right': np.float64(0.5057471264367841), 'left': np.float64(-0.5057471264367805), 'x_at_max': np.float64(0.27586206896551957), 'y_at_max': np.int64(1100)}, {'right': np.float64(6.068965517241381), 'left': np.float64(-4.5057471264367805), 'x_at_max': np.float64(-3.540229885057469), 'y_at_max': np.int64(1548)}, {'right': np.float64(6.574712643678161), 'left': np.float64(-3.356321839080458), 'x_at_max': np.float64(0.22988505747126453), 'y_at_max': np.int64(1559)}, {'right': np.float64(5.609195402298852), 'left': np.float64(-4.5057471264367805), 'x_at_max': np.float64(0.32183908045977105), 'y_at_max': np.int64(1555)}, {'right': np.float64(6.574712643678161), 'left': np.float64(-4.3218390804597675), 'x_at_max': np.float64(-0.8275862068965516), 'y_at_max': np.int64(1555)}, {'right': np.float64(5.655172413793107), 'left': np.float64(-4.735632183908045), 'x_at_max': np.float64(-1.9310344827586192), 'y_at_max': np.int64(1571)}, {'right': np.float64(4.643678160919542), 'left': np.float64(-5.333333333333332), 'x_at_max': np.float64(-0.68965517241379), 'y_at_max': np.int64(1572)}, {'right': np.float64(4.0919540229885065), 'left': np.float64(-4.5057471264367805), 'x_at_max': np.float64(-1.2413793103448256), 'y_at_max': np.int64(1580)}, {'right': np.float64(5.609195402298852), 'left': np.float64(-3.9999999999999982), 'x_at_max': np.float64(-1.011494252873561), 'y_at_max': np.int64(1592)}, {'right': np.float64(4.0919540229885065), 'left': np.float64(-1.5172413793103434), 'x_at_max': np.float64(1.7011494252873582), 'y_at_max': np.int64(1568)}, {'right': np.float64(3.3563218390804614), 'left': np.float64(-1.885057471264366), 'x_at_max': np.float64(-0.1839080459770095), 'y_at_max': np.int64(1560)}, {'right': np.float64(1.8390804597701162), 'left': np.float64(-3.4482758620689644), 'x_at_max': np.float64(-0.8275862068965516), 'y_at_max': np.int64(1571)}, {'right': np.float64(-0.22988505747126098), 'left': np.float64(-3.7241379310344804), 'x_at_max': np.float64(-2.206896551724137), 'y_at_max': np.int64(1585)}, {'right': np.float64(3.586206896551726), 'left': np.float64(-5.011494252873561), 'x_at_max': np.float64(-1.6091954022988482), 'y_at_max': np.int64(1610)}, {'right': np.float64(2.6206896551724164), 'left': np.float64(-2.1609195402298838), 'x_at_max': np.float64(0.27586206896551957), 'y_at_max': np.int64(1617)}, {'right': np.float64(0.7356321839080486), 'left': np.float64(-1.1034482758620676), 'x_at_max': np.float64(0.6436781609195421), 'y_at_max': np.int64(1613)}, {'right': np.float64(1.9770114942528743), 'left': np.float64(-0.4597701149425255), 'x_at_max': np.float64(1.8390804597701162), 'y_at_max': np.int64(1597)}, {'right': np.float64(0.5977011494252906), 'left': np.float64(0.09195402298850652), 'x_at_max': np.float64(0.09195402298850652), 'y_at_max': np.int64(1599)}, {'right': np.float64(2.712643678160923), 'left': np.float64(-1.9310344827586192), 'x_at_max': np.float64(-1.011494252873561), 'y_at_max': np.int64(1348)}, {'right': np.float64(14.52873563218391), 'left': np.float64(-1.0574712643678126), 'x_at_max': np.float64(-0.275862068965516), 'y_at_max': np.int64(1100)}, {'right': np.float64(2.988505747126439), 'left': np.float64(-0.09195402298850297), 'x_at_max': np.float64(0.9195402298850581), 'y_at_max': np.int64(1646)}]"
