x:,y,ridge_diff,ridge_diff_velocity_corrected
668637.9946413473,-1454595.9067176143,130.23727964000625,212.56432292756324
671421.5000611239,-1447942.8438338703,142.58590743137353,169.61500260378892
661222.0642634011,-1446448.3569261609,114.74471745978857,62.195039421795855
660233.7779986173,-1447730.0510568083,50.722222500891064,126.20005967186233
657044.3774717352,-1441373.9635654083,83.92988356794604,49.64861902289178
671112.0167046802,-1450881.8562618056,42.511173610446804,93.7009554481466
673825.1891818468,-1461733.9408158173,20.408187083894518,179.67552133903797
664775.1940420305,-1451007.0206478406,487.51950693847954,498.5519453364243
664725.7317217344,-1462408.7960609589,42.37350733569792,50.23595074237255
666051.1380759953,-1457885.0505148899,431.96870568912334,482.0545696581594
663859.2478393775,-1450313.9185440124,8.032436617885992,16.446031430273706
668437.1982602652,-1442480.5961321613,18.72549175723003,38.12897429141651
670085.4112646158,-1445972.0525790853,115.57113236249288,89.89885245525764
667691.0928352028,-1437521.064654571,63.50507263851898,95.92220439632626
664146.274513125,-1457437.9174740135,319.3312883441879,315.72298177789247
663272.8189874562,-1452498.884132534,25.33264607193064,71.36252129832116
657658.0982513637,-1443327.6772646965,111.03697206439789,98.82508449675349
658993.2209977268,-1440835.0486452465,301.8490714633101,349.9343724045632
663566.6350634494,-1465420.357609381,185.09085626110902,261.7754081155021
663518.1468355674,-1448336.1241770326,81.79915429352151,76.2760958130199
668842.6617619719,-1439080.3573811701,74.01059241034312,57.19644963871343
672577.7961493642,-1453832.7881203915,247.0259101492184,268.94195176246296
671618.4031892701,-1461179.372914463,168.93666566802563,191.99338113630336
669468.7609156352,-1448375.2932513002,198.1736347886167,254.8930889409644
672741.148424916,-1454806.0741604913,101.51115556881581,123.54007737924928
665195.5835640109,-1445869.993620154,275.7154312759272,282.18882123290194
664418.6617464423,-1440918.0455994976,132.50062897462652,109.57699694605253
669192.9587904698,-1451440.0573834442,172.72953641990057,163.55474019668182
671567.8657905319,-1459165.1293898902,332.5137048624462,346.61390092120047
671127.563373093,-1444940.8315047035,249.02480862408584,261.1972003996978
659919.1360351669,-1450826.3374549807,177.0824587715153,168.7392802590772
670147.2783693119,-1451303.6206892193,346.3208805134508,465.7000361995562
665816.0877176244,-1449825.1208197838,317.7190383614618,319.40307833361317
661534.7465348018,-1443686.8190454044,95.96670350251117,115.34420903510522
659559.3596519814,-1448835.3936630946,14.188251512258887,40.89146481068116
661851.0680386857,-1450374.859576041,73.36447717341605,86.31569687940484
657830.4421199688,-1446313.2053308273,22.306894814044995,3.6897523007404516
