x_centers,y_centers,ridge_params_list,velocities
"[np.float64(677503.7568502323), np.float64(676518.1307952638), np.float64(675534.7702362803), np.float64(674551.6843481377), np.float64(673566.4405170567), np.float64(672583.576849041), np.float64(671598.2360672338), np.float64(670612.9580390868), np.float64(669629.3846334588), np.float64(668645.9870537737), np.float64(667660.9752143486), np.float64(666674.7849164389), np.float64(665690.9359714481), np.float64(664707.4583204298), np.float64(663720.5101248986), np.float64(662733.4394263504), np.float64(661752.3796994049), np.float64(660769.7772120708), np.float64(659786.6812811776), np.float64(658801.1556869354), np.float64(657816.7985699448), np.float64(656830.2909989487)]","[np.float64(-1463064.603733097), np.float64(-1463227.3616061083), np.float64(-1463404.4086314947), np.float64(-1463585.2664347026), np.float64(-1463755.0486128668), np.float64(-1463937.5281460634), np.float64(-1464106.6388202386), np.float64(-1464275.8521718937), np.float64(-1464455.3038390412), np.float64(-1464636.1776823069), np.float64(-1464807.9839646171), np.float64(-1464972.5539669297), np.float64(-1465150.799069891), np.float64(-1465331.215088242), np.float64(-1465490.9818854285), np.float64(-1465645.9060920544), np.float64(-1465836.6564632861), np.float64(-1466021.017495285), np.float64(-1466202.6235125726), np.float64(-1466371.6056965631), np.float64(-1466547.488546858), np.float64(-1466710.6143741796)]","[{'right': np.float64(8.942528735632184), 'left': np.float64(-5.931034482758619), 'x_at_max': np.float64(-0.551724137931032), 'y_at_max': np.int64(1429)}, {'right': np.float64(6.988505747126439), 'left': np.float64(-7.954022988505745), 'x_at_max': np.float64(0.2528735632183938), 'y_at_max': np.int64(1409)}, {'right': np.float64(6.298850574712645), 'left': np.float64(-9.195402298850572), 'x_at_max': np.float64(-0.7816091954022966), 'y_at_max': np.int64(1405)}, {'right': np.float64(4.597701149425291), 'left': np.float64(-8.712643678160918), 'x_at_max': np.float64(-0.68965517241379), 'y_at_max': np.int64(1441)}, {'right': np.float64(5.6781609195402325), 'left': np.float64(-6.459770114942527), 'x_at_max': np.float64(0.5517241379310356), 'y_at_max': np.int64(1457)}, {'right': np.float64(8.551724137931036), 'left': np.float64(-8.11494252873563), 'x_at_max': np.float64(-0.8505747126436773), 'y_at_max': np.int64(1439)}, {'right': np.float64(6.160919540229887), 'left': np.float64(-7.310344827586205), 'x_at_max': np.float64(-0.43678160919539977), 'y_at_max': np.int64(1348)}, {'right': np.float64(1.2183908045977034), 'left': np.float64(-7.425287356321837), 'x_at_max': np.float64(-1.2183908045976999), 'y_at_max': np.int64(1362)}, {'right': np.float64(5.3563218390804614), 'left': np.float64(-3.011494252873561), 'x_at_max': np.float64(3.4712643678160937), 'y_at_max': np.int64(1489)}, {'right': np.float64(2.827586206896555), 'left': np.float64(-6.1839080459770095), 'x_at_max': np.float64(-0.43678160919539977), 'y_at_max': np.int64(1462)}, {'right': np.float64(-0.1839080459770095), 'left': np.float64(-8.735632183908043), 'x_at_max': np.float64(-0.275862068965516), 'y_at_max': np.int64(1443)}, {'right': np.float64(5.425287356321842), 'left': np.float64(-2.482758620689653), 'x_at_max': np.float64(-0.09195402298850297), 'y_at_max': np.int64(1501)}, {'right': np.float64(2.827586206896555), 'left': np.float64(-7.356321839080458), 'x_at_max': np.float64(-0.8735632183908031), 'y_at_max': np.int64(1493)}, {'right': np.float64(4.482758620689658), 'left': np.float64(-8.50574712643678), 'x_at_max': np.float64(-2.2988505747126418), 'y_at_max': np.int64(1501)}, {'right': np.float64(4.436781609195403), 'left': np.float64(-5.609195402298848), 'x_at_max': np.float64(-0.29885057471264176), 'y_at_max': np.int64(1578)}, {'right': np.float64(5.195402298850578), 'left': np.float64(-5.678160919540229), 'x_at_max': np.float64(-0.29885057471264176), 'y_at_max': np.int64(1573)}, {'right': np.float64(4.7816091954023), 'left': np.float64(-7.2183908045977), 'x_at_max': np.float64(-0.20689655172413524), 'y_at_max': np.int64(1567)}, {'right': np.float64(6.344827586206897), 'left': np.float64(-9.126436781609193), 'x_at_max': np.float64(0.9655172413793132), 'y_at_max': np.int64(1552)}, {'right': np.float64(6.459770114942529), 'left': np.float64(-7.2183908045977), 'x_at_max': np.float64(-1.3103448275862046), 'y_at_max': np.int64(1541)}, {'right': np.float64(6.114942528735632), 'left': np.float64(-7.356321839080458), 'x_at_max': np.float64(-0.022988505747125743), 'y_at_max': np.int64(1537)}, {'right': np.float64(5.425287356321842), 'left': np.float64(-7.954022988505745), 'x_at_max': np.float64(-0.5287356321839063), 'y_at_max': np.int64(1528)}, {'right': np.float64(5.402298850574713), 'left': np.float64(-7.448275862068964), 'x_at_max': np.float64(-0.551724137931032), 'y_at_max': np.int64(1520)}]","[array(32.73320708), array(37.80729772), array(37.38324465), array(36.76470588), array(33.89826831), array(30.86431946), array(30.91194695), array(33.44478026), array(34.96511321), array(33.16747825), array(32.62644444), array(34.66198739), array(35.27342833), array(34.24657534), array(37.5227538), array(39.13901678), array(34.0135314), array(34.48283472), array(33.89826831), array(34.72222222), array(34.18797808), array(33.33333333)]"
"[np.float64(677046.7839108106), np.float64(676059.7377421173), np.float64(675073.3798544776), np.float64(674086.715769303), np.float64(673103.0271403913), np.float64(672123.6726044721), np.float64(671145.8339845384), np.float64(670157.9260138783), np.float64(669172.896624029), np.float64(668189.3599116042), np.float64(667206.5052458327), np.float64(666220.2454216812), np.float64(665241.1381427499), np.float64(664260.3633917411), np.float64(663271.0035497443), np.float64(662284.7787422582), np.float64(661299.5450250506), np.float64(660319.168022803), np.float64(659337.805157483), np.float64(658354.4509642828), np.float64(657367.6817883769), np.float64(656380.6378156777)]","[np.float64(-1462123.505617849), np.float64(-1462283.2207777437), np.float64(-1462446.6849842595), np.float64(-1462607.5875534993), np.float64(-1462786.411008456), np.float64(-1462987.2954027476), np.float64(-1463194.7733799987), np.float64(-1463338.656074049), np.float64(-1463501.8972380254), np.float64(-1463681.4087280612), np.float64(-1463863.2158927752), np.float64(-1464022.8500600164), np.float64(-1464220.938575287), np.float64(-1464412.2285230623), np.float64(-1464556.5790163253), np.float64(-1464718.8562479408), np.float64(-1464888.1952833175), np.float64(-1465081.344769376), np.float64(-1465269.1740826787), np.float64(-1465445.5830331787), np.float64(-1465605.7479421145), np.float64(-1465765.046241131)]","[{'right': np.float64(8.928150765606595), 'left': np.float64(-10.01177856301531), 'x_at_max': np.float64(1.1778563015312145), 'y_at_max': np.int64(1395)}, {'right': np.float64(10.17667844522968), 'left': np.float64(-10.153121319199055), 'x_at_max': np.float64(-0.47114252061248507), 'y_at_max': np.int64(1376)}, {'right': np.float64(8.763250883392224), 'left': np.float64(-10.859835100117785), 'x_at_max': np.float64(0.25912838633686874), 'y_at_max': np.int64(1371)}, {'right': np.float64(8.339222614840988), 'left': np.float64(-9.823321554770317), 'x_at_max': np.float64(-0.8716136631330968), 'y_at_max': np.int64(1368)}, {'right': np.float64(8.527679623085984), 'left': np.float64(-10.01177856301531), 'x_at_max': np.float64(-1.2720848056537086), 'y_at_max': np.int64(1391)}, {'right': np.float64(8.881036513545347), 'left': np.float64(-9.823321554770317), 'x_at_max': np.float64(2.6383981154299185), 'y_at_max': np.int64(1296)}, {'right': np.float64(8.24499411071849), 'left': np.float64(-7.396937573616018), 'x_at_max': np.float64(-0.683156654888105), 'y_at_max': np.int64(1293)}, {'right': np.float64(5.865724381625441), 'left': np.float64(-10.01177856301531), 'x_at_max': np.float64(-2.332155477031801), 'y_at_max': np.int64(1330)}, {'right': np.float64(0.0706713780918733), 'left': np.float64(0.0), 'x_at_max': np.float64(0.0), 'y_at_max': np.int64(1799)}, {'right': np.float64(0.30624263839811405), 'left': np.float64(-0.21201413427561633), 'x_at_max': np.float64(-0.21201413427561633), 'y_at_max': np.int64(1339)}, {'right': np.float64(8.150765606595996), 'left': np.float64(-5.0176678445229665), 'x_at_max': np.float64(-2.0494699646643095), 'y_at_max': np.int64(1463)}, {'right': np.float64(7.090694935217904), 'left': np.float64(-8.7396937573616), 'x_at_max': np.float64(-5.583038869257949), 'y_at_max': np.int64(1512)}, {'right': np.float64(4.075382803297998), 'left': np.float64(-8.221436984687866), 'x_at_max': np.float64(-1.4369846878680796), 'y_at_max': np.int64(1513)}, {'right': np.float64(6.101295641931685), 'left': np.float64(-3.180212014134275), 'x_at_max': np.float64(-0.8716136631330968), 'y_at_max': np.int64(1610)}, {'right': np.float64(6.760895170789162), 'left': np.float64(-11.448763250883392), 'x_at_max': np.float64(0.21201413427561988), 'y_at_max': np.int64(1591)}, {'right': np.float64(7.396937573616018), 'left': np.float64(-8.24499411071849), 'x_at_max': np.float64(0.30624263839811405), 'y_at_max': np.int64(1587)}, {'right': np.float64(6.007067137809187), 'left': np.float64(-8.056537102473497), 'x_at_max': np.float64(0.1413427561837466), 'y_at_max': np.int64(1543)}, {'right': np.float64(6.2661955241460525), 'left': np.float64(-8.174322732626619), 'x_at_max': np.float64(-0.30624263839811405), 'y_at_max': np.int64(1534)}, {'right': np.float64(6.643109540636043), 'left': np.float64(-7.4204946996466425), 'x_at_max': np.float64(-0.8716136631330968), 'y_at_max': np.int64(1533)}, {'right': np.float64(7.020023557126031), 'left': np.float64(-8.150765606595995), 'x_at_max': np.float64(0.4240282685512362), 'y_at_max': np.int64(1530)}, {'right': np.float64(7.632508833922262), 'left': np.float64(-6.9493521790341575), 'x_at_max': np.float64(0.0), 'y_at_max': np.int64(1512)}, {'right': np.float64(6.996466431095406), 'left': np.float64(-8.080094228504121), 'x_at_max': np.float64(-0.04711425206124886), 'y_at_max': np.int64(1503)}]","[array(38.31422322), array(37.73589462), array(37.24388128), array(39.21563706), array(38.1678457), array(38.46153846), array(33.78378378), array(31.89791036), array(36.42989373), array(35.27342833), array(33.33319111), array(34.90403345), array(35.77823676), array(35.08760111), array(33.72690382), array(36.36359405), array(37.59389451), array(33.78436816), array(32.73320708), array(32.31029463), array(32.20613576), array(34.24657534)]"
"[np.float64(677658.0785867386), np.float64(676676.6455806067), np.float64(675693.7685048879), np.float64(674710.9401695011), np.float64(673722.7486083604), np.float64(672737.2671575352), np.float64(671756.0975768428), np.float64(670768.1911492284), np.float64(669786.504613406), np.float64(668799.6786272125), np.float64(667815.5622134972), np.float64(666834.3518893113), np.float64(665849.1122465037), np.float64(664863.2498959632), np.float64(663877.297111642), np.float64(662896.5075711403), np.float64(661916.1490466489), np.float64(660929.8097309367), np.float64(659946.9024416631), np.float64(658960.3180008588), np.float64(657975.5504794383), np.float64(656996.4747779488), np.float64(656013.6314816688)]","[np.float64(-1461005.184111709), np.float64(-1461195.4672454523), np.float64(-1461378.2446790636), np.float64(-1461561.414502978), np.float64(-1461712.0606316347), np.float64(-1461872.511777804), np.float64(-1462053.5415117478), np.float64(-1462204.4967220614), np.float64(-1462391.0565888812), np.float64(-1462547.2429071248), np.float64(-1462719.8888259004), np.float64(-1462910.2438863413), np.float64(-1463080.990121219), np.float64(-1463248.0445950998), np.float64(-1463414.238330668), np.float64(-1463606.8560441004), np.float64(-1463801.5959078064), np.float64(-1463959.4470013788), np.float64(-1464139.7522118434), np.float64(-1464299.0860968037), np.float64(-1464470.1541422163), np.float64(-1464671.1007263851), np.float64(-1464853.2791148266)]","[{'right': np.float64(8.259385665529006), 'left': np.float64(-9.19226393629124), 'x_at_max': np.float64(1.3424345847554022), 'y_at_max': np.int64(1414)}, {'right': np.float64(9.260523321956764), 'left': np.float64(-8.941979522184301), 'x_at_max': np.float64(-1.1831626848691723), 'y_at_max': np.int64(1406)}, {'right': np.float64(7.690557451649596), 'left': np.float64(-8.464163822525599), 'x_at_max': np.float64(1.6609783845278692), 'y_at_max': np.int64(1398)}, {'right': np.float64(8.327645051194533), 'left': np.float64(-9.601820250284415), 'x_at_max': np.float64(-0.25028441410694313), 'y_at_max': np.int64(1383)}, {'right': np.float64(6.734926052332192), 'left': np.float64(-9.556313993174061), 'x_at_max': np.float64(-0.34129692832764746), 'y_at_max': np.int64(1398)}, {'right': np.float64(7.076222980659836), 'left': np.float64(-10.102389078498295), 'x_at_max': np.float64(0.20477815699658564), 'y_at_max': np.int64(1415)}, {'right': np.float64(8.486916951080769), 'left': np.float64(-9.351535836177476), 'x_at_max': np.float64(1.6382252559726922), 'y_at_max': np.int64(1280)}, {'right': np.float64(8.145620022753125), 'left': np.float64(-8.191126279863482), 'x_at_max': np.float64(-0.4323094425483518), 'y_at_max': np.int64(1300)}, {'right': np.float64(4.618885096700794), 'left': np.float64(-10.489192263936292), 'x_at_max': np.float64(-4.095563139931743), 'y_at_max': np.int64(1320)}, {'right': np.float64(-1.5927189988623454), 'left': np.float64(-9.124004550625713), 'x_at_max': np.float64(-2.821387940841868), 'y_at_max': np.int64(1334)}, {'right': np.float64(1.0238907849829317), 'left': np.float64(-0.04550625711035394), 'x_at_max': np.float64(0.8418657565415231), 'y_at_max': np.int64(1558)}, {'right': np.float64(8.896473265073944), 'left': np.float64(-8.009101251422072), 'x_at_max': np.float64(-2.4800910125142224), 'y_at_max': np.int64(1479)}, {'right': np.float64(8.714448236632531), 'left': np.float64(-11.0580204778157), 'x_at_max': np.float64(1.6154721274175152), 'y_at_max': np.int64(1492)}, {'right': np.float64(8.30489192263936), 'left': np.float64(-9.556313993174061), 'x_at_max': np.float64(-2.1843003412969306), 'y_at_max': np.int64(1475)}, {'right': np.float64(5.233219567690554), 'left': np.float64(-11.0580204778157), 'x_at_max': np.float64(-1.1831626848691723), 'y_at_max': np.int64(1480)}, {'right': np.float64(4.4368600682593815), 'left': np.float64(-10.238907849829353), 'x_at_max': np.float64(0.4095563139931713), 'y_at_max': np.int64(1522)}, {'right': np.float64(2.6393629124004505), 'left': np.float64(-7.189988623435724), 'x_at_max': np.float64(-1.8202502844141097), 'y_at_max': np.int64(1523)}, {'right': np.float64(3.777019340159267), 'left': np.float64(-7.599544937428899), 'x_at_max': np.float64(1.0466439135381087), 'y_at_max': np.int64(1514)}, {'right': np.float64(4.57337883959044), 'left': np.float64(-4.618885096700799), 'x_at_max': np.float64(-0.13651877133106183), 'y_at_max': np.int64(1520)}, {'right': np.float64(3.663253697383386), 'left': np.float64(-5.529010238907851), 'x_at_max': np.float64(-0.47781569965870574), 'y_at_max': np.int64(1518)}, {'right': np.float64(5.051194539249142), 'left': np.float64(-4.414106939704212), 'x_at_max': np.float64(0.7508532423208152), 'y_at_max': np.int64(1512)}, {'right': np.float64(6.803185437997723), 'left': np.float64(-4.414106939704212), 'x_at_max': np.float64(-0.34129692832764746), 'y_at_max': np.int64(1503)}, {'right': np.float64(6.575654152445956), 'left': np.float64(-5.84755403868032), 'x_at_max': np.float64(-0.2957906712172935), 'y_at_max': np.int64(1504)}]","[array(34.30522318), array(34.07168027), array(31.34793094), array(30.62788637), array(29.19709393), array(33.33333333), array(34.60196118), array(35.90666336), array(33.50085548), array(34.42342688), array(33.16747825), array(33.44492344), array(33.78378378), array(35.65072556), array(35.02625007), array(33.44420757), array(33.11251261), array(30.39516634), array(33.22262668), array(37.38324465), array(38.3876452), array(36.62990782), array(32.52037597)]"
"[np.float64(656639.3000514198), np.float64(657625.8347780413), np.float64(658611.3436259751), np.float64(659598.3130455186), np.float64(660583.1024674056), np.float64(661566.1192548355), np.float64(662549.973535505), np.float64(663535.3175062473), np.float64(664520.7856101355), np.float64(665501.8184087771), np.float64(666485.1749955416), np.float64(667474.643035701), np.float64(668455.3398631563), np.float64(669439.9978097682), np.float64(670422.3733802601), np.float64(671405.4026738734), np.float64(672391.59022918), np.float64(673376.299813607), np.float64(674360.0209761766), np.float64(675346.0155312055), np.float64(676330.7485489368)]","[np.float64(-1463664.5548881982), np.float64(-1463503.4902197004), np.float64(-1463334.3652828743), np.float64(-1463173.7928638877), np.float64(-1463000.3619328283), np.float64(-1462817.1556974791), np.float64(-1462638.4371253424), np.float64(-1462468.0666214298), np.float64(-1462298.510705251), np.float64(-1462106.9657940897), np.float64(-1461934.8187820583), np.float64(-1461795.880842376), np.float64(-1461604.0293337605), np.float64(-1461435.3636606166), np.float64(-1461252.2925632305), np.float64(-1461071.190328926), np.float64(-1460907.9267387835), np.float64(-1460734.51621095), np.float64(-1460555.6226766133), np.float64(-1460390.8996095737), np.float64(-1460218.0565293443)]","[{'right': np.float64(7.515151515151516), 'left': np.float64(-5.43030303030303), 'x_at_max': np.float64(0.1939393939393952), 'y_at_max': np.int64(1488)}, {'right': np.float64(5.842424242424244), 'left': np.float64(-2.787878787878787), 'x_at_max': np.float64(-0.1212121212121211), 'y_at_max': np.int64(1487)}, {'right': np.float64(0.4848484848484844), 'left': np.float64(-0.07272727272727053), 'x_at_max': np.float64(0.4606060606060609), 'y_at_max': np.int64(1169)}, {'right': np.float64(0.0), 'left': np.float64(-0.02424242424242351), 'x_at_max': np.float64(-0.02424242424242351), 'y_at_max': np.int64(1325)}, {'right': np.float64(8.460606060606064), 'left': np.float64(-1.672727272727272), 'x_at_max': np.float64(-0.7757575757575736), 'y_at_max': np.int64(1389)}, {'right': np.float64(9.381818181818183), 'left': np.float64(-5.139393939393939), 'x_at_max': np.float64(0.1212121212121211), 'y_at_max': np.int64(1469)}, {'right': np.float64(9.042424242424243), 'left': np.float64(-6.933333333333334), 'x_at_max': np.float64(0.5090909090909115), 'y_at_max': np.int64(1455)}, {'right': np.float64(5.527272727272727), 'left': np.float64(-8.945454545454545), 'x_at_max': np.float64(2.739393939393942), 'y_at_max': np.int64(1443)}, {'right': np.float64(7.3939393939393945), 'left': np.float64(-11.127272727272729), 'x_at_max': np.float64(-3.4424242424242415), 'y_at_max': np.int64(1495)}, {'right': np.float64(8.703030303030307), 'left': np.float64(-10.642424242424243), 'x_at_max': np.float64(-0.8000000000000007), 'y_at_max': np.int64(1511)}, {'right': np.float64(6.2545454545454575), 'left': np.float64(-7.66060606060606), 'x_at_max': np.float64(-0.41212121212121033), 'y_at_max': np.int64(1521)}, {'right': np.float64(3.7333333333333343), 'left': np.float64(-8.0), 'x_at_max': np.float64(-1.2363636363636346), 'y_at_max': np.int64(1528)}, {'right': np.float64(6.618181818181821), 'left': np.float64(-4.33939393939394), 'x_at_max': np.float64(1.2848484848484851), 'y_at_max': np.int64(1577)}, {'right': np.float64(10.375757575757579), 'left': np.float64(-0.2666666666666657), 'x_at_max': np.float64(-0.2666666666666657), 'y_at_max': np.int64(1377)}, {'right': np.float64(7.684848484848487), 'left': np.float64(-6.327272727272728), 'x_at_max': np.float64(0.3878787878787904), 'y_at_max': np.int64(1345)}, {'right': np.float64(7.9757575757575765), 'left': np.float64(-10.157575757575758), 'x_at_max': np.float64(-3.248484848484848), 'y_at_max': np.int64(1352)}, {'right': np.float64(7.321212121212124), 'left': np.float64(-11.272727272727273), 'x_at_max': np.float64(0.7757575757575772), 'y_at_max': np.int64(1390)}, {'right': np.float64(7.539393939393943), 'left': np.float64(-6.206060606060605), 'x_at_max': np.float64(-2.0606060606060588), 'y_at_max': np.int64(1402)}, {'right': np.float64(8.993939393939396), 'left': np.float64(-10.690909090909091), 'x_at_max': np.float64(1.696969696969699), 'y_at_max': np.int64(1388)}, {'right': np.float64(8.775757575757577), 'left': np.float64(-5.648484848484848), 'x_at_max': np.float64(-0.19393939393939164), 'y_at_max': np.int64(1363)}, {'right': np.float64(10.084848484848486), 'left': np.float64(-10.206060606060607), 'x_at_max': np.float64(0.8969696969696983), 'y_at_max': np.int64(1390)}]","[array(36.63007957), array(35.33564909), array(36.1663025), array(37.03694925), array(38.98550363), array(39.60388511), array(39.44770686), array(39.9998976), array(35.46091243), array(31.64569781), array(35.46107339), array(35.65121362), array(37.73589462), array(35.52395849), array(35.65056288), array(37.45313863), array(36.29770389), array(36.42989373), array(36.23188406), array(35.0877587), array(34.96558268)]"
"[np.float64(654908.3695008159), np.float64(655894.4258566129), np.float64(656880.5798808692), np.float64(657855.1328813545), np.float64(658840.6265590512), np.float64(659824.3691016878), np.float64(660808.378402662), np.float64(661792.0499132967), np.float64(662776.0617079055), np.float64(663761.4363704929), np.float64(664747.8270046862), np.float64(665731.4113076298), np.float64(666715.0890218532), np.float64(667699.5566388738), np.float64(668683.3595750066), np.float64(669668.4611985647), np.float64(670653.122086826), np.float64(671637.2954420915), np.float64(672620.5356420232), np.float64(673603.7131228317), np.float64(674590.0762521159), np.float64(675572.8430510603), np.float64(676555.6488781164)]","[np.float64(-1462963.7914708897), np.float64(-1462801.0514585197), np.float64(-1462644.79471608), np.float64(-1462428.2669441637), np.float64(-1462269.730878943), np.float64(-1462095.1564851443), np.float64(-1461926.5047608246), np.float64(-1461752.7317533372), np.float64(-1461575.604057708), np.float64(-1461407.8353599657), np.float64(-1461248.5066333269), np.float64(-1461070.574721035), np.float64(-1460892.1229709499), np.float64(-1460718.2802123986), np.float64(-1460539.6822079958), np.float64(-1460368.2599334058), np.float64(-1460195.105573674), np.float64(-1460021.0637808405), np.float64(-1459840.372205526), np.float64(-1459660.9043452502), np.float64(-1459502.561445823), np.float64(-1459319.8652406519), np.float64(-1459136.7562156883)]","[{'right': np.float64(4.893378226711555), 'left': np.float64(-5.140291806958475), 'x_at_max': np.float64(-1.0101010101010122), 'y_at_max': np.int64(1527)}, {'right': np.float64(4.758698092031423), 'left': np.float64(-5.185185185185187), 'x_at_max': np.float64(-0.24691358024691468), 'y_at_max': np.int64(1572)}, {'right': np.float64(4.668911335577999), 'left': np.float64(-3.2323232323232336), 'x_at_max': np.float64(0.6285072951739608), 'y_at_max': np.int64(1568)}, {'right': np.float64(0.606060606060602), 'left': np.float64(-0.24691358024691468), 'x_at_max': np.float64(-0.24691358024691468), 'y_at_max': np.int64(1214)}, {'right': np.float64(7.295173961840625), 'left': np.float64(-5.00561167227834), 'x_at_max': np.float64(-0.24691358024691468), 'y_at_max': np.int64(1506)}, {'right': np.float64(6.487093153759815), 'left': np.float64(-8.686868686868687), 'x_at_max': np.float64(-0.5836139169472538), 'y_at_max': np.int64(1497)}, {'right': np.float64(6.172839506172835), 'left': np.float64(-9.58473625140292), 'x_at_max': np.float64(-0.8080808080808097), 'y_at_max': np.int64(1504)}, {'right': np.float64(8.282828282828277), 'left': np.float64(-8.911335578002245), 'x_at_max': np.float64(1.032547699214362), 'y_at_max': np.int64(1499)}, {'right': np.float64(7.609427609427605), 'left': np.float64(-6.2177328843995525), 'x_at_max': np.float64(-0.7856341189674545), 'y_at_max': np.int64(1489)}, {'right': np.float64(6.868686868686865), 'left': np.float64(-9.58473625140292), 'x_at_max': np.float64(-2.491582491582493), 'y_at_max': np.int64(1514)}, {'right': np.float64(5.499438832772164), 'left': np.float64(-5.387205387205389), 'x_at_max': np.float64(0.5611672278338915), 'y_at_max': np.int64(1528)}, {'right': np.float64(7.31762065095398), 'left': np.float64(-5.566778900112235), 'x_at_max': np.float64(-0.38159371492704963), 'y_at_max': np.int64(1529)}, {'right': np.float64(3.6812570145903436), 'left': np.float64(-5.342312008978677), 'x_at_max': np.float64(0.24691358024691112), 'y_at_max': np.int64(1535)}, {'right': np.float64(4.556677890011219), 'left': np.float64(-6.666666666666668), 'x_at_max': np.float64(-2.334455667789003), 'y_at_max': np.int64(1544)}, {'right': np.float64(3.3221099887766528), 'left': np.float64(-3.411896745230081), 'x_at_max': np.float64(-2.626262626262628), 'y_at_max': np.int64(1562)}, {'right': np.float64(4.6464646464646435), 'left': np.float64(-3.569023569023571), 'x_at_max': np.float64(1.2794612794612767), 'y_at_max': np.int64(1502)}, {'right': np.float64(9.315375982042642), 'left': np.float64(-2.738496071829408), 'x_at_max': np.float64(0.6285072951739608), 'y_at_max': np.int64(1378)}, {'right': np.float64(8.48484848484848), 'left': np.float64(-6.846240179573513), 'x_at_max': np.float64(-5.319865319865322), 'y_at_max': np.int64(1374)}, {'right': np.float64(10.639730639730633), 'left': np.float64(-4.8709315375982065), 'x_at_max': np.float64(-3.3445566778900133), 'y_at_max': np.int64(1392)}, {'right': np.float64(0.20202020202020066), 'left': np.float64(-6.846240179573513), 'x_at_max': np.float64(-2.042648709315378), 'y_at_max': np.int64(1456)}, {'right': np.float64(9.741863075196402), 'left': np.float64(-7.429854096520764), 'x_at_max': np.float64(1.436588103254767), 'y_at_max': np.int64(1368)}, {'right': np.float64(9.584736251402912), 'left': np.float64(-5.387205387205389), 'x_at_max': np.float64(-0.5162738496071846), 'y_at_max': np.int64(1370)}, {'right': np.float64(10.235690235690232), 'left': np.float64(-10.123456790123457), 'x_at_max': np.float64(-0.9427609427609447), 'y_at_max': np.int64(1384)}]","[array(31.49604712), array(33.27781706), array(37.17458852), array(35.90666336), array(32.36249306), array(34.36422338), array(33.67006995), array(33.16747825), array(35.27326907), array(34.84332212), array(31.84719867), array(31.44647759), array(33.55697491), array(36.96859858), array(36.49626512), array(34.30522318), array(34.07153168), array(32.15430775), array(34.66214118), array(35.0877587), array(30.12048193), array(34.90403345), array(38.02276742)]"
