x,y
662660.8935808444,-1456530.396485058
655274.6248063182,-1457818.3472428413
654540.0455667727,-1457968.5598888143
675767.2087389713,-1453199.3451118967
675032.8414255162,-1453351.0366836977
674295.3103808155,-1453485.8171697033
673556.7387093406,-1453615.6034183921
672818.5473646792,-1453747.7095529055
672080.0875848475,-1453878.0437022313
671342.1274806152,-1454011.6886769838
670603.1503367777,-1454139.572787995
669864.9957749662,-1454271.7933397153
669124.8508299766,-1454390.9160302067
668385.0199901819,-1454510.902658528
667647.8840007188,-1454648.5315378173
666907.83785217,-1454769.7661571985
666167.9432083826,-1454891.9608498116
665430.5524110431,-1455028.6513344808
664694.1579386446,-1455170.538511437
663955.3455901275,-1455298.881768209
663217.6582019136,-1455433.685656331
662480.5374626383,-1455571.4506402484
661743.050023819,-1455707.2311627688
661003.0626252544,-1455827.917832657
660264.0559067512,-1455955.090913198
659526.3598945149,-1456090.2453011228
658788.2799541021,-1456223.1932774459
658049.5553030701,-1456352.4677553582
657309.450666442,-1456473.7519021865
656570.1902219487,-1456599.873050441
655832.7519426899,-1456736.3431849526
655095.211964773,-1456871.3061143926
654358.1040848251,-1457007.6493923843
653616.2373469308,-1457111.224296811
675937.5790510692,-1452169.995885462
675199.7165942577,-1452302.6740640425
668554.9562931152,-1453478.7832852406
661169.6648510651,-1454764.5129453454
660430.0926436716,-1454888.88328759
654523.4947180905,-1455937.2753464244
654579.5379719184,-1454922.902118188
660483.6961598685,-1453860.6783139205
668607.4470422111,-1452440.0621346224
675247.7952719651,-1451259.2542986355
675396.9944541407,-1450210.28409293
668755.2759763415,-1451405.3993911191
668019.9483156044,-1451552.3566059794
659894.3520304069,-1452959.0059345346
659159.093965153,-1453105.6382751141
654727.0771286326,-1453876.0269605329
653990.2805701199,-1454014.8846983213
654284.6606539023,-1452976.261159748
658704.2206817864,-1452153.8212929352
668304.6577177753,-1450464.872152838
674938.8086005413,-1449270.826554768
653822.1491913672,-1452034.6323329825
654558.3196968443,-1451891.5065849028
655294.43852562,-1451749.3506261348
656034.5774353265,-1451629.1073186975
656774.8359007223,-1451508.820531889
657512.9903250611,-1451376.3285559493
658250.0158970621,-1451237.6588067168
658987.0944741504,-1451099.3219366523
659726.9016371758,-1450977.9568306422
660468.2671107877,-1450865.494931435
661200.7494853999,-1450707.88677986
661924.3340202029,-1450514.4824966516
662664.7054393003,-1450409.7945688674
663410.0689730834,-1450331.5041789527
664150.3240168749,-1450211.9136952918
664889.0399429916,-1450082.48510293
665624.8480889096,-1449937.6329685731
666359.9965339404,-1449790.384582098
667101.8193455635,-1449682.2269330458
667841.2805517373,-1449558.8817041721
668576.1404010975,-1449409.2033538623
669311.8848096246,-1449264.4382139205
670052.3354639111,-1449145.8863275705
670792.6029117932,-1449025.988660315
671530.1274577748,-1448890.0837499157
672263.9392695393,-1448736.106621047
673001.2179530299,-1448600.0069781106
673742.1374982529,-1448483.7835494992
674482.0390007233,-1448361.35472461
675218.8418538027,-1448221.617735353
674748.7641492904,-1447293.984056185
668106.1742193996,-1448478.6923183035
657032.3777698886,-1450445.2917858134
654073.0501040465,-1450933.3712243803
653465.8724849109,-1450041.680521146
656414.1802586782,-1449517.6409456849
667486.7570699583,-1447550.875498126
668227.5640079215,-1447434.5668070707
674870.7062680828,-1446254.8415840035
653744.2122852823,-1448972.1077546042
655222.4974450347,-1448732.2651761773
655956.239154795,-1448579.1222406896
667766.7296050307,-1446506.419729564
674418.6453296515,-1445391.022936739
674433.0267149814,-1444302.5740247678
667789.6157196512,-1445479.5939201512
655234.476701273,-1447672.2832155416
654494.6205699644,-1447795.0044215857
653758.8520685304,-1447939.3168573237
674648.9344982364,-1443260.3120718263
673915.1552822156,-1443411.585971425
673185.3586170386,-1443579.6874031704
672442.3416387577,-1443675.0019789224
671697.3486016291,-1443759.7998977022
670956.1805542721,-1443873.5432289348
670218.3257587166,-1444007.6212975604
669480.4722839582,-1444142.0102158822
668741.077651185,-1444267.5187178135
668000.2327620683,-1444384.1396413008
667260.1242170742,-1444505.0736694408
666521.4127538227,-1444633.6989803142
665793.4278176818,-1444809.080919293
665071.12615987,-1445007.2253382034
664331.07236379,-1445119.9791195712
663584.5286895394,-1445190.726621394
662842.0033291153,-1445292.1760182464
662106.5784050729,-1445438.6693626842
661371.4264116473,-1445586.9851353334
660633.3777209978,-1445719.8285040054
659891.9817725257,-1445832.4510111355
659154.7120707044,-1445968.13378215
658420.5752485197,-1446120.980937708
657680.8111562285,-1446243.0053695487
656938.8377567838,-1446351.9551552508
656199.9946146319,-1446479.9106212016
655461.9653094853,-1446611.8975545282
654718.790394104,-1446711.7397612068
653980.7336275704,-1446837.460056483
653253.0526506639,-1447016.466081065
653532.5306504924,-1445962.2289932068
666820.129164779,-1443602.0953597256
667560.083188906,-1443480.1064879352
674206.9208484477,-1442314.5742230709
653321.4043690751,-1445028.50587214
667342.7542124472,-1442532.7675750756
673984.7013452451,-1441347.3616279813
673790.7572295634,-1440379.529129552
667139.6762371791,-1441517.5042669096
653112.7671300358,-1443921.5596849385
673746.9217510555,-1439362.670570419
667113.660930919,-1440560.1565007134
653091.2693922219,-1443000.6467884937
652750.4880584942,-1442026.2997867793
653490.6299570121,-1441905.3243433535
654229.2438368083,-1441775.3621920706
654967.0240426457,-1441640.7856853395
655706.6099092173,-1441516.4505120183
656444.8378017942,-1441384.554204372
657181.3936362155,-1441243.4044927317
657917.9635706038,-1441103.0468223055
658657.6332663657,-1440980.593365085
659395.6085812664,-1440847.9165881095
660134.3236396322,-1440718.8150470338
660875.8698791265,-1440607.2453000708
661614.560535345,-1440479.9816147932
662350.0981947271,-1440336.0982656206
663089.5111853984,-1440211.0075754977
663827.6054741525,-1440078.1586529345
664564.5952039412,-1439939.3469211436
665304.5596761294,-1439817.8220685225
666045.6621209858,-1439703.4847831528
666783.543489569,-1439569.5561469826
667519.3312680712,-1439424.7086054708
668255.542367428,-1439282.2324728703
668992.2899168071,-1439142.957589642
669730.0765422592,-1439010.0258658451
670473.2693121379,-1438910.108079669
671213.3190110329,-1438790.1462373459
671948.8504651563,-1438643.7924990267
672686.3349053302,-1438508.9136043158
673425.7762982788,-1438385.6135374987
672884.0195207846,-1436474.2661177488
666971.9408465091,-1437479.8203270207
666236.5793920448,-1437626.1718695555
652951.7243508009,-1439995.1545050878
661573.621625,-1466299.2815
660659.953815,-1461131.52375
659745.939497,-1455964.660875
659179.978312,-1453019.082375
659076.547753,-1452276.607375
658989.551198,-1451531.77675
658861.539365,-1450793.84675
657976.886505,-1446384.80075
657102.809499,-1441212.22675
658079.6200640001,-1440876.991
659041.4869990001,-1446036.217625
659963.200927,-1451201.153125
660478.822809,-1454155.927875
660616.8760650001,-1454893.025875
660740.328188,-1455632.63775
661601.656936,-1460809.825
662541.962316,-1465970.88725
659129.949181,-1440979.88675
660063.045138,-1446144.98675
660833.6252509999,-1450576.42325
661613.9496930001,-1455006.44525
661742.3072439999,-1455745.310375
661889.804688,-1456480.578625
662674.9437599999,-1460911.13775
663413.1106240001,-1465349.67075
663536.452315,-1466089.4405
660034.7093730001,-1440378.2045
660149.3706200002,-1441119.292875
660937.0240010001,-1445549.396125
661872.8531259999,-1450714.392625
662687.10176,-1455139.7885
662817.0443780001,-1455878.217875
662933.401631,-1456619.109875
663056.653127,-1457358.898625
663564.792184,-1460314.977625
664444.3951879999,-1465489.653375
665397.755503,-1465227.176375
664483.7126160001,-1460060.0705
664366.174117,-1459320.3845
664254.18181,-1458579.754
664124.878874,-1457841.308625
663738.154877,-1455625.102
662795.4466199998,-1450461.071875
662035.736193,-1446028.466375
661872.836128,-1445296.56125
661081.097688,-1440868.716
666427.7908180001,-1465386.849375
666298.819246,-1464649.438375
665548.1319449999,-1460216.752
665404.8715039999,-1459480.572625
664597.5536849999,-1455055.36875
663863.7287490001,-1450619.896375
663715.794439,-1449884.661625
662944.5500579999,-1445455.332125
662023.1329989999,-1440293.07775
663039.668872,-1440076.022625
663882.35925,-1445255.26275
664731.499183,-1449671.631
664840.480618,-1450413.527625
665642.0353120001,-1454838.47575
666576.460873,-1459999.71575
666779.352813,-1461485.296125
666933.6415049998,-1462218.756875
667443.212879,-1465173.994125
664032.5548080001,-1439915.411
664932.648871,-1445087.08475
665848.1550500001,-1450255.76925
666631.560875,-1454686.337375
667543.3511819999,-1459854.597
668053.0680500001,-1462810.179875
668176.0891859999,-1463549.92325
668315.3151219999,-1464286.858625
668440.066686,-1465026.179
669383.280246,-1464484.10975
669226.9975620001,-1463750.815
668598.8269369999,-1460055.76725
668462.587939,-1459318.310625
667688.683373,-1454887.910625
666783.048431,-1449718.454125
665836.8776959999,-1444558.9195
665041.1031259999,-1440131.402125
670393.901569,-1464817.554125
670269.759188,-1464078.109375
670147.8357439999,-1463338.202125
670012.436814,-1462600.555125
669897.70488,-1461859.62775
669777.683446,-1461119.61175
669626.427312,-1460385.160375
669491.139626,-1459647.601875
669371.301188,-1458907.275625
669247.8801849999,-1458167.598
669128.469751,-1457427.277875
668999.7492590001,-1456688.436625
668867.0004419999,-1455950.319875
668731.405237,-1455212.73925
668600.9075580001,-1454474.21475
668462.2695620001,-1453737.212
668344.2689430001,-1452996.762875
668217.552627,-1452257.704125
668094.584207,-1451517.978
