x,y,ridge_diff_velocity_scaled
678117.0435391675,-1462953.9603675262,-4.575733954292225
677869.9998807099,-1462983.6215525207,-10.609458966336078
677627.1805910793,-1463042.9725380267,-0.23241050470607938
677382.7441303857,-1463095.253522718,-13.457188498546035
677136.5394450851,-1463138.3414331311,-6.1371171759868055
676889.0335149664,-1463173.4729846602,-7.068913148561899
676641.6285775121,-1463209.3107672206,-9.33302378794506
676393.3040819581,-1463237.9856680008,-9.495154528681631
676146.5432121872,-1463277.218546642,-8.114096277405906
675901.7359398736,-1463327.8402369956,-6.866480747387546
675657.3719502649,-1463380.5388918046,-5.009148598769119
675413.6988711351,-1463436.3984075445,-5.473274165595437
675168.0859248338,-1463482.625219169,-5.519315343930736
674921.1855193867,-1463521.830486814,-5.96452047186951
674673.906417439,-1463558.50850265,-10.466492835104926
674427.941923598,-1463603.1075996102,-7.818950395590951
674182.5028017662,-1463650.6217734164,-5.228224123725099
673936.4835018028,-1463694.9050265565,-4.045216353158993
673689.4346092474,-1463733.1509089991,-3.0049630461300545
673442.1516292525,-1463769.822961708,-4.015882670115904
673196.203396016,-1463814.4898687466,-3.76668623029075
672951.8671642555,-1463867.3011377759,-3.3645465230286487
672707.415630397,-1463919.5217999343,-5.684327183444934
672461.4605578204,-1463964.2442791716,-12.607796267758436
672215.5583610501,-1464009.3084216213,-7.551836723035221
671968.955984707,-1464050.3033691307,-11.944668270110121
671721.9422000792,-1464088.8068984759,-13.878013987534844
671474.5964521827,-1464125.0636791904,-12.616190540786047
671227.2807076307,-1464161.532451714,-12.548180310262026
670981.0826977538,-1464204.8181012995,-7.160871754874597
670736.2531691581,-1464255.3554859038,-5.917332947311564
670491.0969264336,-1464304.1930587539,-8.468485603697989
670244.5213009443,-1464345.3482594506,8.685967546083281
669997.513432601,-1464383.8656742398,-14.110790512148446
669751.482522353,-1464428.145515216,-9.231377278544251
669506.2990843707,-1464476.9591833374,-6.70168930209121
669261.0948082291,-1464525.6756816762,-2.8927502783008245
669015.3966522551,-1464571.8287203258,-3.2663093266964784
668768.8468052369,-1464613.1329218047,-3.127550033390329
668522.6225348954,-1464656.333001667,-8.212335610445903
668276.9041009496,-1464702.369609246,-1.3073485591610705
668031.0574210762,-1464747.726159122,2.6748082518812897
667784.8325724909,-1464790.9892440962,-0.7299242593439679
667538.1639960567,-1464831.6279065285,-0.5334881214206372
667290.6743633515,-1464866.8636961184,22.14001393614673
667044.2188321666,-1464908.327172593,5.000222015188028
666798.1736569338,-1464952.4994924243,2.1435599169265873
666551.4865867506,-1464993.0507660785,1.943306067242955
666304.839246207,-1465033.771171991,1.1097755417609614
666059.3168132239,-1465080.8115023742,0.9822826478332498
665813.8664755594,-1465128.2136324563,3.157006933792918
665567.79000072,-1465172.3132901827,1.1544327986902392
665322.590658761,-1465220.988911932,-1.6017097948189245
665077.2126342177,-1465268.6959104084,-2.40011545856263
664831.0161312072,-1465312.1187573269,0.7631743766622197
664584.3110245509,-1465352.5256500987,1.235863722951677
664337.9366561625,-1465394.926678272,3.4175803871479458
664091.6828176796,-1465438.0346214129,0.8108928866676468
663845.0100013302,-1465478.6553881723,-0.7762476847432609
663597.7185402205,-1465515.2581887236,-1.511914709572677
663349.5742162102,-1465545.5805887845,-0.1574678796400617
663101.138517789,-1465573.4358472056,0.9463694812140089
662853.7706695484,-1465609.1958879624,-1.2477283894995024
662609.0883006752,-1465660.105070879,1.9838521552126354
662365.8145879739,-1465717.6704265617,2.369159708708036
662121.2502659059,-1465769.4487309335,0.5631423716987953
661876.3040996105,-1465819.4308465004,-1.211702868326734
661630.3392429018,-1465864.1026826925,-1.5035514254996096
661383.6799662395,-1465904.766050114,-0.3621860372326484
661136.8900337977,-1465944.520042914,1.1909527342378023
660891.915979131,-1465994.2584462764,0.2634672484412075
660646.8759914999,-1466043.716139246,-2.0533150550935986
660402.2923938413,-1466095.34168695,-0.9213519429372843
660157.008907915,-1466143.5026062091,2.046495346772777
659910.4458257427,-1466184.7793478956,1.4654078657122804
659663.7229104551,-1466225.0837127308,-1.4459616088162015
659416.712984278,-1466263.6266163238,-3.1092765677267984
659169.9046648337,-1466303.4071053262,-2.6087934776073087
658923.9104204559,-1466347.9395813837,-3.2501634189524946
658678.0367386983,-1466393.168289553,-3.5837761876711145
658432.281668247,-1466439.0348152684,-3.325711795529438
658186.0876450998,-1466482.4577715225,-4.55069155012883
657940.0433904674,-1466526.7264766297,-3.7660690578889326
657694.0798946344,-1466571.4619200348,-1.4853643397312535
657447.8091857353,-1466614.414327318,-0.0914010611985887
657200.4896354855,-1466650.8359703752,0.4956333745244077
656953.4405334574,-1466689.0781890526,-2.2642873490977635
656706.8122794682,-1466729.9883820019,0.9463032982974333
656460.0074169642,-1466769.817899533,-2.098835932228905
656213.1869425821,-1466809.5514767978,0.4727233178821635
655966.2371532457,-1466848.4574118836,-11.729756266325337
655720.3857610795,-1466893.605987707,-2.369638250353857
655474.2814794311,-1466936.9009360776,1.5093836122878237
677417.8198853426,-1462069.1755749725,-6.0970698414414315
677170.2439063084,-1462103.8877496133,-4.3781847766185695
676922.9529976118,-1462140.5780434874,-5.199000956895091
676675.7974021852,-1462178.1729943452,-6.3446745626589856
670530.2916730448,-1463298.4227127058,-4.772993412064453
670281.1306458202,-1463318.6399327049,-5.795376270853501
670032.0184663091,-1463339.2410609226,-5.979098499035201
669784.7459388558,-1463375.0899811606,-6.7541463406299656
669051.331957144,-1463531.3636514002,0.16620600420070009
668805.2437786366,-1463575.403251266,-2.1668775387416894
668558.9277263796,-1463618.1326889098,30.068827306074198
668312.4416096372,-1463659.8696121646,28.03082218440003
668065.8404590831,-1463700.8422961596,33.86578864799871
656256.266012344,-1465779.0978853956,-10.906836411061406
656009.3583480897,-1465817.6456413737,-11.197307926506939
655764.9002162676,-1465869.884755472,-11.047765232307924
655520.410330099,-1465922.0665953334,-11.739924450341151
677288.869307867,-1461070.3105327897,-9.312035157619784
677044.2595234752,-1461121.9116557506,-6.3360932847497295
676799.8294429799,-1461174.3434334302,-6.05160159860168
676555.3335966497,-1461226.3093667112,-7.397557570643196
670398.570028991,-1462267.729883372,-6.535418906177169
670154.0855998546,-1462319.8602766423,-9.195492523993593
669911.1406847272,-1462378.7613717094,-10.166993372436483
669666.4780156501,-1462429.5339790115,-10.58187431675314
668181.2782670315,-1462636.962891626,-11.376466009059026
667936.3390046804,-1462686.7350548124,-11.374725755439048
667693.394663475,-1462745.6221507418,-11.695805395881173
667449.6266540174,-1462800.7297058988,-10.511431233122495
656136.5132688226,-1464831.0905227002,-10.036764347214506
655890.7859439168,-1464877.0428974866,-10.48408866753802
655645.2110519184,-1464923.7628246713,-9.733239849747163
655397.504572993,-1464954.8976714702,-9.974282612213626
656020.1096656265,-1463748.240466554,-11.26543800497042
666608.7583241954,-1461916.7797700537,-6.809609307377054
666857.4507338214,-1461891.4659722445,-5.190842175140974
667105.6684929492,-1461861.6856180737,-7.574952307202777
667353.3806855147,-1461828.1557418243,-4.709141242879015
667599.3850439587,-1461783.9027721905,-6.124632297827999
669565.1950533844,-1461426.170897007,-11.23145288294717
669810.213291419,-1461376.690805952,-7.971205598462847
670053.6062660139,-1461319.633484517,7.840640440248603
676454.2016176613,-1460198.2310394375,-7.602439871892397
676699.28587356,-1460148.9224752588,-6.788932349437328
676943.8484768857,-1460097.1157766224,-3.4083531028401897
677190.0645629015,-1460054.1139345912,-8.17338345625896
655277.9044153424,-1462900.365241858,-14.467410809521397
655522.8027026244,-1462850.2755892822,-14.577341811508276
655769.1744576232,-1462807.9325853123,-11.417291808743498
665855.0995275255,-1461052.4896609862,-9.637516648689068
666100.9324172179,-1461007.0967165756,-10.233319697683728
666346.8445338638,-1460962.1425534652,-11.671928536972432
666591.5095602405,-1460910.845972291,-13.942340306179506
666836.758833574,-1460862.4097124285,-5.212051734369508
669298.4574537814,-1460429.2670808544,2.426578681173301
669545.1296611932,-1460388.6480594187,-0.5208333333333313
