x,y,ridge_diff,ridge_diff_velocity_corrected
654022.5550628756,-1446876.3447749182,157.03239019805312,235.80023754830563
704843.6413406157,-1447870.671991357,609.4649057949531,673.5904161117904
676607.635961027,-1457958.5641398793,482.2504277157116,303.2956368139024
670275.5890783307,-1465349.4313627882,98.77572864144986,22.97172445834508
686223.043641615,-1451221.5532858288,190.85065631510122,524.9164959408808
674376.7185161067,-1443348.9047257085,334.3388849965204,259.68098008643676
694302.3891967608,-1460189.1334350149,58.297799865373804,303.4916300718492
577985.1269817024,-1464629.7138755547,46.60589098916624,49.71621873836346
667285.1296375636,-1444783.7315981658,115.30670853577101,115.78545800825816
678881.1373890949,-1442785.6299015475,36.87461627370885,233.58320257213893
670436.1060360568,-1465867.6654846373,678.1078640290929,534.2596353798212
673465.2297020069,-1438333.7611654697,1169.33683197661,1282.4568318033673
661852.928571751,-1455754.2153134476,644.5012369204422,523.5415508391858
690563.123959232,-1455933.6516657388,119.92111906830604,145.0338830031214
669721.8258247245,-1464681.034862315,116.5675584609711,225.66409014051368
669412.0304874922,-1464561.4897026718,36.13818642448314,161.86690049071427
654460.045000904,-1447129.5353026404,155.27138779400823,110.02899306833253
649883.5263694518,-1442432.8532029856,172.9370847023979,375.6570958034339
678255.9802344,-1442580.9318583156,191.1606812940255,376.0331138751434
675847.7993992202,-1453297.0534464167,436.795570517868,265.68198140472543
677214.4524013776,-1463276.5300060876,166.803493265597,56.99497512343237
667414.1034149437,-1444367.938410746,61.36396423109142,82.82720491159081
674687.0040315045,-1438400.6672737515,38.8786387760548,47.36925691440571
670151.0529759403,-1464343.9261841045,25.532643692548504,0.8496353709716686
686534.9912695237,-1451336.6818920355,273.84286193375647,575.9503510687753
682540.7622911709,-1446891.4818728045,154.94051398957066,363.17420303696315
656053.0514787147,-1466866.0419603796,254.7317479465505,100.49003293839155
675169.5320301985,-1448384.172986433,488.44914660490986,370.1716060703943
655386.9087504296,-1462173.7684348887,468.2813186606687,382.29190545589654
650012.3696453794,-1442569.0646255491,210.26001477493867,392.9277454829247
690748.4917447714,-1455905.5433136565,62.091783666136166,203.5705973298746
661729.8060551058,-1455612.8084102108,352.7037836260317,293.03612252514165
690440.1502534718,-1455792.1265086595,9.224701466792737,232.16889522898924
669598.2776593621,-1464540.0018549443,199.6959027134485,318.43455778054766
666578.5268923934,-1439516.0398655478,356.0385712595254,531.7811156594925
675821.8741910974,-1453111.3682598248,355.3637230868695,240.26647365267672
677399.3293467369,-1463245.3281019279,213.53426934815866,39.3000827385066
677192.5337298827,-1463090.324936404,160.01750597968044,83.16006224419584
665894.3979443084,-1460191.2239766498,686.9751816477059,559.3545781340608
665085.3515849675,-1427756.1608159007,25.014716457824992,40.44874770269442
676480.6700195009,-1458362.6292494405,127.13123055959244,6.747821367849156
667442.4856261779,-1444553.264307716,1347.7649728388635,1644.3117636767506
654190.4947410668,-1452142.1831313078,493.3154498743228,392.0608744379399
670534.4302855178,-1465825.1124140979,524.820333966511,363.6842875909467
686661.4693177771,-1451475.0902439118,273.84286193375635,561.8125697313949
704795.2486133198,-1448051.5090784626,847.207729114985,942.1461393213301
670334.8803438332,-1464307.477969409,371.765211940618,348.0405414674798
670187.3592239968,-1464527.7750355832,133.63664946176016,187.99604023037563
682356.6463839206,-1446926.8503719966,9.535190800405132,212.35816165627654
661977.1459538566,-1455894.6587033723,535.9254403457779,439.9686126876128
656237.9680706827,-1466835.1626893603,316.331407328109,169.91395329377758
