x,y,ridge_diff_velocity_scaled
677871.4080036522,-1462993.5181526912,-0.14241560823704802
677504.569120696,-1463067.2778985116,-4.738016755246811
677136.1056968123,-1463135.6893135032,-6.522620988908562
676765.2365548792,-1463190.638390573,-6.828456332095712
676393.8252905526,-1463241.5049939544,-3.8872984349580886
676024.3435640456,-1463303.6341459593,-6.376801325101923
675657.602253758,-1463381.592512115,-8.140686137764312
675290.505974508,-1463457.5361886679,-5.764483248805982
674921.0592872199,-1463520.9880695445,-6.412265431442613
674551.1450719547,-1463582.1207218908,-4.567962778331671
674182.3094090556,-1463649.5447998613,-1.367342697130324
673812.8156523453,-1463713.1346785373,-4.198635172136951
673442.5965448386,-1463772.487913151,-4.980864834593714
673074.2327338444,-1463841.861739473,-4.585959100123459
672706.9144508244,-1463917.0224056272,-4.18916680708015
672338.4656572826,-1463986.5229585469,-8.526543773469493
671968.8188486121,-1464049.4728964095,-8.271942844379609
671598.208919811,-1464106.5330310173,-4.990313656721028
671227.6532858558,-1464163.804744068,-5.415150558279214
670858.8086242268,-1464230.8173831743,-8.6393492691311
670490.6237988453,-1464301.6322680358,-1.7954795967811874
670121.0860212533,-1464365.0074342417,-6.620903391078624
669751.7650131083,-1464429.656790931,-12.989329881456225
669383.6280465871,-1464500.9651726903,-7.3575668976264845
669015.1127552404,-1464570.2124412693,-3.8801802879661587
668645.8761351586,-1464635.5369063679,-3.037170859422984
668276.861352307,-1464702.1429233449,5.638766513935915
667907.8488829492,-1464768.8147381651,-1.8379358232273635
667537.890310633,-1464829.8269489142,1.1381493212068596
667167.6764029264,-1464889.015671417,1.8401132867877479
666797.9596919504,-1464951.2924770317,12.409372592859585
666428.2882151322,-1465014.1147952913,-0.02969463707878628
666059.3408449967,-1465080.932102274,0.10174456638645246
665690.8504213659,-1465150.3802205115,1.3685035581180367
665322.5310978995,-1465220.6660375076,0.16728279678684643
664953.9774207146,-1465289.638665387,-32.47949995519009
664584.4212706402,-1465353.190361899,1.8766863689671673
664214.7735238665,-1465416.2669070351,-1.5146785183586955
663844.8037864101,-1465477.316066103,-0.5809321761522348
663473.506353242,-1465529.3271925852,2.365664103062671
663101.4944678491,-1465576.0707746507,0.5841103503206835
662731.9283817193,-1465637.2297503229,1.8088243136154052
662365.3843848517,-1465715.7414094582,-0.07008229092177665
661998.6488334864,-1465793.7772420133,0.8708244792889364
661630.1077695838,-1465862.766526436,-1.644772879465858
661260.4846172547,-1465925.7397205925,-0.2378257726168087
660891.8940014762,-1465994.1648761458,0.9397230843690938
660524.6246413998,-1466069.7291246771,0.3190999532539447
660156.5823758331,-1466141.2078803517,-0.4817651011600219
659787.0370221458,-1466204.6373536873,-2.5310345713272078
659416.7801865222,-1466264.0391447938,-3.382137093129163
659047.0177339042,-1466326.315345877,-1.27986622927574
658678.0762758004,-1466393.3808954016,-5.668695425833187
658309.1358537398,-1466460.4767229583,-3.6438712878310717
657940.0703100672,-1466526.8820560623,-3.128123947173325
657570.7862994884,-1466591.9656651455,-1.8472493892327542
657200.5797848927,-1466651.4428289153,-2.076727566189845
656830.1449150963,-1466709.6501430296,-1.320169991297659
656460.0022130047,-1466769.7859194442,-2.0386215217499934
656089.7964120188,-1466829.4781486364,-8.582906727928659
655720.3014645855,-1466892.9881118895,-1.838379697904191
677417.7105936657,-1462068.466538627,-1.2178845147358626
677046.6519550116,-1462122.5979631906,0.24137304024925754
676675.8572279556,-1462178.544697071,-0.6781683170428252
670405.6618034466,-1463307.9369939608,-6.0015960621019815
670032.6316836616,-1463344.3236582628,-7.73334065577431
669663.0242994184,-1463403.78261575,-9.701908562722823
668928.2031542918,-1463552.9282938007,2.6997863505210318
668558.8710382179,-1463617.8018507801,-2.3953712727188687
668189.0830562843,-1463679.9946714947,-0.1582658419371189
656010.1748589004,-1465822.2094274135,-8.541814218348518
655642.5587065506,-1465895.5191519954,-8.6831394360513
677289.0016778411,-1461070.9604828802,-6.4911289631394276
676922.1179179716,-1461148.4644954202,-5.3228613964810645
676554.7431825185,-1461223.3144656217,-2.7145167692706558
670276.66877084,-1462295.375472002,-7.825618113258427
669910.5681000773,-1462376.0518757878,-9.374522931055548
669542.0947615989,-1462442.548819533,-9.584514527142598
668059.3219904474,-1462664.576152422,-11.032092164076108
667693.1201073909,-1462744.3623038174,-12.727480629062736
667326.6151370944,-1462823.0431256548,-4.681253408049653
656259.7302258274,-1464810.0558525473,-8.765737222914403
655890.836754886,-1464877.298748286,-7.634434390988504
655520.8458215363,-1464934.7212895749,-8.709719845653538
666608.7953799596,-1461917.0977724353,-7.400020426168092
666981.4813196819,-1461875.9016263678,-7.315120716781083
667352.8114074742,-1461824.5813773628,-6.554951467792513
669564.6193908202,-1461422.9964346893,-6.340165811127697
669931.8075567274,-1461347.6863180764,-5.041422559084639
676576.6387150993,-1460173.065862493,-2.5813259818171126
676944.3996377824,-1460100.050728824,-3.2113978933935954
677313.5847219736,-1460034.938226255,-4.7913030495622735
655277.577572451,-1462898.6607365245,-12.577986897880145
655646.300067198,-1462830.9048700265,-10.09134563324109
665978.0218958182,-1461029.8143553205,-13.1189022971007
666346.4288371074,-1460960.028414111,-13.05541131158574
666714.3747826967,-1460887.9128236573,-14.983470432695398
669298.768925174,-1460431.0173819708,1.8072918024988187
669668.4541366001,-1460368.2631838392,-0.3518697760245564
670038.1534719556,-1460305.5024848417,0.4239123417169486
676308.9239210126,-1459176.288253771,-3.355663925229287
676677.8566916531,-1459110.229278642,-5.499867635057537
677048.6909871825,-1459055.1359553067,-5.627561579739918
676903.123060115,-1458075.3512471726,3.218557870660039
676533.6896992266,-1458139.6052808438,-1.1856185761714926
676163.7616288558,-1458200.897821722,-1.9722537391060797
675793.719744024,-1458261.5126338685,0.009183477274016028
675424.7513623663,-1458328.2409098132,9.844662696216973
675057.793415252,-1458405.045350633,-4.697887042283071
674691.8631875404,-1458486.7671485697,-5.211785816483811
674323.8554889306,-1458557.791406661,-7.67124886886654
673953.3746627384,-1458615.3432139035,0.8806701525870633
673582.3045703131,-1458669.3907019424,1.5719298245614048
673211.8414678831,-1458727.3557625324,-1.552511856512277
672842.5412934389,-1458792.2911115163,-7.34157335884488
672474.332778549,-1458863.1764149386,-5.134472194275948
672105.9519746606,-1458933.1581137874,-4.3515660845951665
671736.7501803951,-1458998.7826213934,1.9294888445009857
671366.4360068231,-1459057.34460339,4.208173467731018
670995.1679504676,-1459109.8035866995,3.2906073305846064
670624.4999823989,-1459166.3305310735,1.4184734070515193
670254.2537576373,-1459225.5917403596,0.4509286615748467
669882.7754062363,-1459275.9377670174,-1.1413944110278118
669510.9396124907,-1459323.7642614313,-2.1395353937349366
669141.6821883988,-1459387.4407727292,0.280387951229379
668776.769874509,-1459472.6742380396,6.111009557373742
668414.5669791123,-1459569.618516391,5.260248835795744
668050.6687872688,-1459659.6089935894,-2.640622273386076
667683.5975270115,-1459735.8562338073,-2.189609618079931
667314.3822187007,-1459801.093040221,-27.26269099398028
666943.6438911598,-1459857.2213274913,-31.803250789827732
666572.0689266523,-1459907.674749891,-0.22871213923954858
666200.4805278479,-1459957.8975779999,3.5404344222622948
665830.9211845988,-1460020.1221599425,4.679607346517604
665464.2427555453,-1460098.1798388627,-13.32427307759461
665098.1463684484,-1460179.3134078083,5.360495149509235
664731.1554649025,-1460256.306586457,5.1411157467081035
664362.8274623355,-1460326.348660226,6.152559625223851
663992.6433920995,-1460385.7068284391,6.581407965434468
663622.3191797172,-1460444.3362059377,7.235476620776864
663252.562518108,-1460506.6328042843,6.264122356985171
662881.6885402234,-1460561.2384759833,7.643667660980301
662508.7070789366,-1460596.3746472325,6.685743437765003
662134.1864273184,-1460605.5512783835,10.08677511016063
661759.6665966614,-1460610.7010296148,2.5510563797761527
661388.0196542443,-1460649.7358516343,1.8954050178719015
661021.5749938921,-1460726.953841227,-3.1807535320471683
