x,y
677626.7015172855,-1463042.8298827847
677012.1646537831,-1463152.0962555741
676394.4490652995,-1463245.1656407039
675779.9696711717,-1463356.1735142928
675166.8497366119,-1463475.9803015965
674551.5649174242,-1463584.5709348898
673935.7028931334,-1463690.321654058
673320.2912094228,-1463798.2280355345
672706.5010219079,-1463914.97310145
672091.8347777192,-1464027.2912043307
671474.7716084706,-1464126.104899962
670859.0419146342,-1464232.1364614863
670244.1734702981,-1464343.3815987126
669629.2416691433,-1464454.4799219852
669014.8519769973,-1464568.7859017623
668399.9198809776,-1464680.2544131947
667784.326490785,-1464787.915323022
667167.8871537052,-1464890.3219045189
666551.6070270563,-1464993.6920210922
665936.5169998365,-1465104.1410813385
665322.495180093,-1465220.466100461
664707.5666422747,-1465331.7855518912
664091.3318079887,-1465435.880105336
663473.2302099882,-1465527.2928619422
662855.8772584393,-1465621.1975642785
662242.9038555542,-1465740.6654405731
661629.692721691,-1465860.453670631
661015.0900089261,-1465973.1622999215
660401.707819626,-1466092.3196453156
659786.84690289,-1466203.5289482344
659170.4575437441,-1466306.6450610633
658555.0430092505,-1466415.44771252
657940.0603568368,-1466526.8190621547
657323.8700825291,-1466630.9476352239
656706.7873615915,-1466729.8543835522
656090.0988331175,-1466831.1679307076
677170.3764361589,-1462104.8301307426
670405.4160546283,-1463306.0461383683
669787.0050788287,-1463388.8729660409
669173.1359741145,-1463503.1020233245
668558.7571061762,-1463617.1222999801
656257.1800090977,-1465784.408492596
677166.8865485813,-1461097.6875990825
669786.9876556394,-1462393.891305
667937.8860481869,-1462694.4746256967
667325.8862452937,-1462819.6045972966
655643.5456890983,-1464910.189751438
666981.0842074803,-1461872.7718052727
667598.0814960769,-1461776.7638164023
669440.5427251145,-1461438.4794659466
670054.2167048092,-1461322.6635709943
676822.042584944,-1460125.68961092
655400.5505955679,-1462876.4480304015
665854.6302850497,-1461049.71252963
666469.0103623912,-1460935.6533055769
669545.2870873741,-1460389.515338167
676309.265297409,-1459178.3801189903
676925.0738321057,-1459073.3884544515
676656.7584891277,-1458117.7367590535
676040.4390586043,-1458221.260738556
675425.380944792,-1458331.3891438853
674813.5769158589,-1458458.2419211732
674199.9849070498,-1458574.8343017693
673582.4845679085,-1458670.556990008
672965.8900426461,-1458772.009374189
672351.4065617899,-1458885.8070995428
671736.428385448,-1458996.7344703574
671118.9820594027,-1459092.7362886947
670501.0892528652,-1459186.0822310077
669882.6368834518,-1459274.957199845
669265.5516224041,-1459370.3496097014
668656.3573949272,-1459506.3098258208
668049.6833262988,-1459655.3642376154
667437.1337020752,-1459777.4861657016
666819.6627030701,-1459873.175322587
666201.0985223157,-1459961.6297203337
665586.7179678724,-1460073.4135790383
664975.6398754893,-1460204.1610527353
664362.1884721066,-1460322.6549218951
663745.9624180739,-1460426.0695282002
663128.6352012149,-1460522.7468450053
662508.2323359991,-1460588.095943923
661884.8426325073,-1460614.160467049
661266.8979937456,-1460681.656018355
660663.2742599464,-1460836.2020728553
660068.98104327,-1461028.5288580249
659467.3284805646,-1461192.7563860046
658853.6990649577,-1461307.3197067324
658235.8568088058,-1461401.1182572376
657618.9558848441,-1461500.1516132168
657006.5821861195,-1461623.0350192506
656395.3692397339,-1461752.0844744586
