x:,y,ridge_diff,ridge_diff_velocity_corrected
668637.9946413473,-1454595.9067176143,1.6794873195066877,4.092126006815278
671421.5000611239,-1447942.8438338703,2.8156110944670907,3.6677207617432277
661222.0642634011,-1446448.3569261609,4.09992492703103,2.8988507667226244
660233.7779986173,-1447730.0510568083,0.2963801152070644,2.1757867141687726
657044.3774717352,-1441373.9635654083,2.4945326363261113,1.5424177085479398
671112.0167046802,-1450881.8562618056,2.988499495004543,4.354959708963076
673825.1891818468,-1461733.9408158173,1.086727089092566,3.49509532977188
664775.1940420305,-1451007.0206478406,12.793741639771524,13.08456115964402
664725.7317217344,-1462408.7960609589,1.3584088613656995,1.563451584526046
666051.1380759953,-1457885.0505148899,11.237746034934453,12.558792904441756
663859.2478393775,-1450313.9185440124,0.6668552592158878,0.4436482902395671
668437.1982602652,-1442480.5961321613,0.17288840053745425,0.6431280315290921
670085.4112646158,-1445972.0525790853,3.531863039550829,2.9051774878500387
667691.0928352028,-1437521.064654571,0.4445701728105931,0.38875600854691683
664146.274513125,-1457437.9174740135,7.75527968125146,7.704811009374005
663272.8189874562,-1452498.884132534,0.5433635445462777,1.8158257014547594
657658.0982513637,-1443327.6772646965,3.1366895526080767,2.7949934655180426
658993.2209977268,-1440835.0486452465,6.001697332943012,7.165837844564653
663566.6350634494,-1465420.357609381,2.4698342933921857,4.270100558428146
663518.1468355674,-1448336.1241770326,2.247549206986887,2.090124256940864
668842.6617619719,-1439080.3573811701,2.5686276651278726,2.162706466387391
672577.7961493642,-1453832.7881203915,6.05109401881086,6.722147765989659
671618.4031892701,-1461179.372914463,2.5439293221939536,3.101958910380855
669468.7609156352,-1448375.2932513002,3.33427629607945,4.879855527401649
672741.148424916,-1454806.0741604913,1.3584088613656995,2.0667025559168977
665195.5835640109,-1445869.993620154,7.3354078513747965,7.510268163032461
664418.6617464423,-1440918.0455994976,2.4698342933921857,1.8617565176045296
669192.9587904698,-1451440.0573834442,4.421003385172017,4.177841293979093
671567.8657905319,-1459165.1293898902,7.236614479639108,7.620387988836466
671127.563373093,-1444940.8315047035,6.61915590629106,6.942878524355868
659919.1360351669,-1450826.3374549807,5.581825503066343,5.492888383154013
670147.2783693119,-1451303.6206892193,7.434201223110479,10.40295733058672
665816.0877176244,-1449825.1208197838,8.619721683938732,8.665409710502814
661534.7465348018,-1443686.8190454044,2.0993591493833605,2.610973848755563
659559.3596519814,-1448835.3936630946,1.753582348308453,0.3362975899613545
661851.0680386857,-1450374.859576041,0.9385370314890302,1.183949943529111
657830.4421199688,-1446313.2053308273,1.0620287461586422,0.5277676419501915
665473.5413520017,-1447848.4012513328,2.7168177227314043,2.4059661298670925
671572.7137516761,-1453850.4987034176,15.856336163577838,18.238541134297574
666615.1203440886,-1459821.6116627264,13.435898556053493,13.854099892006538
